Person,FuD-ID,Feld,VIAF-Nummer
"Bondeville, Monsieur de",2746,viaf,
"Bondry, Ehepaar",4861,viaf,
"Boniface, Xavier, gen. Saintine",2664,viaf,http://viaf.org/viaf/100213745
"Bonjour, Casimir",5809,viaf,http://viaf.org/viaf/34559258
"Bonjour, Félix",4267,viaf,http://viaf.org/viaf/198762207
"Bonnaire de Forges, Monsieur de",4634,viaf,
"Bonnal, Marcellin de",6391,viaf,http://viaf.org/viaf/61101314
"Bonnay, marquis de",4554,viaf,http://viaf.org/viaf/17331575
"Bonnet de Treyches, Monsieur",5304,viaf,
"Bonnet, Monsieur (Schriftsteller)",3945,viaf,
"Bonnet, Simon",6370,viaf,
"Bonneval, Donnel de",6290,viaf,
"Bonni, Monsieur de",5819,viaf,
"Bonnot de Condillac, Etienne",3377,viaf,http://viaf.org/viaf/9844868
"Borard, Monsieur",5887,viaf,
"Borbón, Carlos María Isidro de, Graf von Molina, gen. Carlos V.",2851,viaf,http://viaf.org/viaf/203946812
"Borchgrave d'Altena, Jean, comte de",3018,viaf,
"Borcke, Rittmeister [von]",5629,viaf,
"Bordeaux, Henri d'Artois, duc de (Siehe Chambord)",6650,viaf,http://viaf.org/viaf/49223104
"Borelli (= Boselli?), Madame",4078,viaf,
"Bornheim, Monsieur de",4543,viaf,
"Bornstedt, Louise Baronin von",4772,viaf,http://viaf.org/viaf/77062375
"Borredon, Mademoiselle de",5511,viaf,
"Bosc, Louis-Augustin-Guillaume",3340,viaf,http://viaf.org/viaf/69040634
"Boselli, Bathilde (Siehe Jomard)",6433,viaf,
"Boselli, Timoléon (Ehemann von Bathilde Jomard)",6310,viaf,
"Bossuet, Jacques Bénigne",2608,viaf,http://viaf.org/viaf/27103667
"Bottée, Monsieur",5895,viaf,
"Bottemont, Madame",5230,viaf,
"Bottin, [S.] (Generalsekretär der Präfektur des Niederrheins)",4674,viaf,
"Bouchard, Madame",6141,viaf,
"Bouchard, Monsieur",6142,viaf,
"Boucharlat, Jean-Louis",2147,viaf,http://viaf.org/viaf/2807366
"Boucharlat, Madame",6026,viaf,
"Boucharlat, Tochter, siehe: Mathon de Fogères, Madame",3618,viaf,
"Bouché Durmont, Monsieur",3306,viaf,
"Bouchon, Monsieur",5986,viaf,
"Boudin de Venvres, Monsieur",5780,viaf,
"Boudin de Vesvres, Monsieur (Notar)",3544,viaf,
"Boufflers, Madame de",3995,viaf,http://viaf.org/viaf/192042374
"Boufflers, Stanislas, marquis de, gen. chevalier de Boufflers",1901,viaf,http://viaf.org/viaf/57426147
"Bougainville, Louis Antoine de",5116,viaf,http://viaf.org/viaf/64002363
"Bouilland, Professor",6466,viaf,
"Bouillé, général de (Vorgesetzter des Adolphe de Théis bei dessen Martinique-Expedition)",5557,viaf,
"Bouillé, René de",3334,viaf,http://viaf.org/viaf/51732842
"Bouilly, Jean-Nicolas",3090,viaf,http://viaf.org/viaf/56606360
"Bouilly, Monsieur",2319,viaf,
"Boulard, Monsieur",4664,viaf,
"Boulay de la Meurthe, Antoine Jacques Claude Joseph, comte",2560,viaf,http://viaf.org/viaf/173149841848502840114
"Boulay de la Meurthe, Henri",2639,viaf,http://viaf.org/viaf/27055374
"Boulay de la Meurthe, Monsieur",3373,viaf,
"Boulogne, Étienne-Antoine de",2799,viaf,http://viaf.org/viaf/41938292
"Bounet (Bonnet?), Madame",2326,viaf,
"Bourbon, Charles Ferdinand de (Siehe Berry)",3457,viaf,http://viaf.org/viaf/309677926
"Bourbon, Marie-Thérèse de (Siehe Angoulême)",3471,viaf,http://viaf.org/viaf/59105273
"Bourbon-Condé, Louis Antoine Henri de, prince de Condé, duc d'Enghien",2831,viaf,http://viaf.org/viaf/24609898
"Bourbon-Condé, Louis II. prince de, gen. Le Grand Condé",2819,viaf,http://viaf.org/viaf/12383242
"Bourbon-Condé, Louis V Joseph de, prince de Condé",3017,viaf,http://viaf.org/viaf/76411850
"Bourbon-Condé, Louis VI Henri Joseph, prince de Condé",2452,viaf,http://viaf.org/viaf/69095690
"Bourbon-Siciles, Caroline de (Siehe Berry)",2571,viaf,http://viaf.org/viaf/46769127
"Bourbon-Siciles, Marie Amélie de (Siehe Marie-Amélie)",2939,viaf,http://viaf.org/viaf/19949828
"Bourbon-Siciles, Marie Christine de",3158,viaf,http://viaf.org/viaf/45744359
"Bourdic-Viot, Henriette",5356,viaf,http://viaf.org/viaf/1056152636166920052546
"Bourdic-Viot, Madame",5698,viaf,
"Bourdois de La Motte, Edme Joachim (Arzt)",5109,viaf,http://viaf.org/viaf/27214673
"Bourgoin, Marie Thérèse",1902,viaf,http://viaf.org/viaf/2796149296232680670002
"Bourgon, Madame",4001,viaf,
"Bourienne, (Louis Antoine Fauvelet de?)",3823,viaf,http://viaf.org/viaf/73902821
"Bourmont, Charles de Ghaisne de",3437,viaf,http://viaf.org/viaf/71695029
"Bourmont, Monsieur de",5041,viaf,
"Boursault-Malherbe, Jean-François",6388,viaf,http://viaf.org/viaf/5028981
"Boursier, Monsieur",5977,viaf,
"Boutet, Anne-Françoise-Hippolyte (Siehe Mars, Mademoiselle)",3463,viaf,http://viaf.org/viaf/41858195
"Boutet, Jacques-Marie, genannt Monvel",3663,viaf,http://viaf.org/viaf/62145857788523020121
Bouton,1903,viaf,
"Bouton, Charles Marie",2829,viaf,http://viaf.org/viaf/37187210
"Bouton, Karl",4881,viaf,
"Boutreux, Mademoiselle",5807,viaf,
"Bouville (?), Madame de",5599,viaf,
"Bovard, J. J. (Drucker der CdS und Verleger, in Aachen [?])",5212,viaf,
"Bowring, sir John",3745,viaf,http://viaf.org/viaf/29681156
"Boyer, Alexis (Chirurg)",3864,viaf,http://viaf.org/viaf/39366842
"Boyer, General Jean-Pierre (Gouverneur in Haiti)",5788,viaf,http://viaf.org/viaf/58996901
"Brach, Monsieur de (Secrétaire du Lycée des Sciences et Arts à Marseille)",3531,viaf,
"Brack (Bracq?), colonel (de?)",4618,viaf,
"Brack / Bracq, Monsieur de (Directeur des douanes impériales et consul général des états de Lucca et Piombino)",3353,viaf,
"Brack, colonel (später maréchal de camp) Antoine Fortuné de",6256,viaf,http://viaf.org/viaf/59432006
"Bracq, Monsieur de",3822,viaf,
"Bradi (?), Madame de",3766,viaf,
"Brancas, Louis Léon de, duc de Lauraguais, duc de Villars",4216,viaf,http://viaf.org/viaf/39431994
"Brandenburg-Bayreuth, Wilhelmine Markgräfin von (Schwester von Friedrich II.)",2546,viaf,http://viaf.org/viaf/76289271
"Brandt, Monsieur",5029,viaf,
Braumanm Monsieur de,4306,viaf,
"Braumann, Madame de",4314,viaf,
"Braunschweig-Wolfenbüttel, Caroline von (Siehe Caroline von Braunschweig-Wolfenbüttel)",3034,viaf,http://viaf.org/viaf/264655824
"Brayer de Saint Léon, Louise Marguerite",5462,viaf,http://viaf.org/viaf/10153062
"Brayer, Michel-Sylvestre",3045,viaf,http://viaf.org/viaf/221005904
"Breban, D.",3919,viaf,
"Bréghot du Lut, Claude",5415,viaf,http://viaf.org/viaf/76360974
"Breguet, Abraham Louis (?)",1904,viaf,http://viaf.org/viaf/59225234
"Breidenbach, Familie",4582,viaf,http://viaf.org/viaf/77127293
"Bret, Monsieur (Tuteur à la restitution)",5876,viaf,
"Breuer, J.",3793,viaf,
"Briançon, Louison (Dienstmädchen)",6575,viaf,
"Brière de Mondétour, Monsieur",6615,viaf,
"Briey, Monsieur",5990,viaf,
"Brifaut, Charles",2312,viaf,http://viaf.org/viaf/64002610
"Brignole, Madame",6666,viaf,
"Brignole-Sale, Antoine",4876,viaf,http://viaf.org/viaf/3224113
"Brignoli di Brunhoff, Giovanni di",4947,viaf,http://viaf.org/viaf/42590827
"Briquet, Fortunée",3515,viaf,http://viaf.org/viaf/88070563
"Briquet, Hilaire Alexandre",5641,viaf,http://viaf.org/viaf/159152636166820052829
"Broc, Docteur",6505,viaf,
"Brockhaus, Friedrich",3182,viaf,http://viaf.org/viaf/42936273
"Brockhoff, Louise",5562,viaf,
"Brofferio, Angelo",6550,viaf,http://viaf.org/viaf/9980556
"Broglie, Achille-Charles-Léonce Victor, duc de",5485,viaf,http://viaf.org/viaf/100176986
"Broglie, Monsieur de",4430,viaf,
"Broglie, Prince de",4418,viaf,
"Broich, Herr (von?)",5059,viaf,
"Brongniart, Adolphe",3020,viaf,http://viaf.org/viaf/56679029
"Brongniart, Alexandre-Théodore",3349,viaf,http://viaf.org/viaf/22139273
"Bronod de la Haye, Monsieur (Sohn des Bronod)",6030,viaf,
"Bronod, Monsieur (Onkel des Ménard)",6029,viaf,
"Broussais, Casimir",6467,viaf,http://viaf.org/viaf/18004602
"Broyer de St. Léon, Louise",4970,viaf,
"Brucco di Sordevolo, André-Louis",2134,viaf,
"Brüchl, Charles de (Theaterdirektor in Berlin)",3932,viaf,
"Brügghen, Karl Friedrich Robert Nepomuk von der",3764,viaf,
"Bruguière du Gard, Jean Joseph Thomas Bruguière, gen.",3871,viaf,http://viaf.org/viaf/64362806
"Brunet, Jean-Joseph Mira, gen.",5251,viaf,http://viaf.org/viaf/7647824
"Brunet-Denon, Vivant-Jean, baron de",3446,viaf,http://viaf.org/viaf/64021324
Brunot-Labbé (Verleger),4249,viaf,
"Bruyère, Monsieur",5219,viaf,
"Buache, Jean-Nicolas",4539,viaf,http://viaf.org/viaf/51976789
"Buchon, Jean Alexandre",4658,viaf,http://viaf.org/viaf/59079732
"Buchon, Monsieur",3550,viaf,
"Budé, Guillaume",2596,viaf,http://viaf.org/viaf/105878228
"Buders, Fräulein",4266,viaf,
"Bülow, Heinrich Freiherr von",2532,viaf,
"Bülow, Herr von",5552,viaf,
"Buess (?), Louis / Ludwig",6599,viaf,
"Buffon, Georges-Louis Leclerc de",2900,viaf,http://viaf.org/viaf/36915547
Bugeaud (Stallknecht?),4904,viaf,
"Bugeaud, Thomas-Robert, marquis de la Piconnerie, maréchal de France",2752,viaf,http://viaf.org/viaf/51686545
"Bugnot, comtesse",4005,viaf,
"Buisson, François",2116,viaf,http://viaf.org/viaf/12363890
"Bukers, I. (Kreischirurg)",6653,viaf,
"Bull, John",5039,viaf,http://viaf.org/viaf/54331967
"Bulletin de littérature, des sciences et des arts",3499,viaf,
"Bulos, Monsieur",4351,viaf,
"Burney, Fanny",3416,viaf,http://viaf.org/viaf/95297439
Burnouf,4474,viaf,
"Burrer, Monsieur",4489,viaf,
"Buß, Franz Josef von",6448,viaf,http://viaf.org/viaf/69720960
"Butini, Monsieur (Arzt aus Genf)",5413,viaf,http://viaf.org/viaf/97712315
"Byron, George Gordon, gen. Lord Byron",3944,viaf,http://viaf.org/viaf/95230688
"C., Monsieur",3572,viaf,
"Cabanis, Charlotte, geb. de Grouchy",2204,viaf,
"Cabanis, Pierre Jean Georges",1906,viaf,
"Cabanon, Mademoiselle Cléonis",3168,viaf,
"Cabet, Etienne",6350,viaf,http://viaf.org/viaf/107543376
"Cadet de Gassicourt, Charles Louis",1907,viaf,http://viaf.org/viaf/7412211
"Cäsar, Gaius Julius",3189,viaf,http://viaf.org/viaf/286265178
"Cailhava, Jean-François",3078,viaf,http://viaf.org/viaf/56646628
"Caillasse, Monsieur",5933,viaf,
"Caille, Familie",5468,viaf,
"Caille, Madame",6069,viaf,
"Caille, Monsieur",6068,viaf,
"Cailleau, André-Charles (Verleger und Drucker)",5917,viaf,http://viaf.org/viaf/19675360
"Cailly, Monsieur",3850,viaf,
"Cailly, Monsieur (Jouanne de?)",2242,viaf,
"Calame, Henri-Florian",6372,viaf,http://viaf.org/viaf/22893584
"Calet, Mademoiselle",4886,viaf,
"Calixt I., Bischof von Rom",2602,viaf,
"Callaerts [?], Hermann",6644,viaf,
"Callaud, General",6570,viaf,
"Calmont, Monsieur (inspecteur général)",6121,viaf,
"Calonne, Charles Alexandre vicomte de",3629,viaf,http://viaf.org/viaf/100165047
"Calvin, Johannes",3398,viaf,http://viaf.org/viaf/90631825
"Cambacérès, Jean-Jacques-Régis de, Hzg. von Parma",1908,viaf,http://viaf.org/viaf/34522532
"Cambis, Adrienne de",2460,viaf,
"Cambis, Madame de",4091,viaf,
"Campan, Jeanne Louise Henriette Genet",3193,viaf,http://viaf.org/viaf/89114219
"Campenon, Vincent",5117,viaf,http://viaf.org/viaf/39510815
"Campestre, Adélaïde Millo",3059,viaf,http://viaf.org/viaf/5307732
"Camphausen, Monsieur",5746,viaf,
"Camus, Jean Denis François",2138,viaf,http://viaf.org/viaf/316739811
"Candeille, (Amélie-)Julie, verh. Simons (1798)",1909,viaf,http://viaf.org/viaf/7663842
"Candeille, Pierre",3177,viaf,http://viaf.org/viaf/44565045
"Candolle, Augustin-Pyrame de",1910,viaf,http://viaf.org/viaf/76389959
"Canitz, Karl Ernst Wilhelm von",5718,viaf,http://viaf.org/viaf/64816784
"Cannet-Danville (?), Monsieur",3926,viaf,
"Canning, George",4850,viaf,http://viaf.org/viaf/7443935
"Canot / Canaux, Monsieur (unklar ob Vertrauensmann der Salm-Dyck oder/und Cousin der Francq?)",5185,viaf,
"Canova, Antonio",3264,viaf,http://viaf.org/viaf/36965536
"Carel, Armand",3322,viaf,
"Carlier, [Jean?] (Bürgermeister von Coucy bzw. Folembray)",3564,viaf,
"Carlier, Monsieur",5215,viaf,
"Carlowitz, Aloyse Christine de",2130,viaf,http://viaf.org/viaf/73928643
"Carming, Madame",4066,viaf,
"Carnap, Herr von",6648,viaf,
"Carnot, Lazare Nicolas Marguerite",5632,viaf,http://viaf.org/viaf/7387983
"Carnot, Monsieur (gleich Canot / Canaux ?)",4244,viaf,
"Caroline von Braunschweig-Wolfenbüttel, Königin von England",3464,viaf,
"Carpentier, Monsieur de",4558,viaf,
Carpentier-Méricourt (Verleger),5387,viaf,
"Carrion de Nisas, Henri de, baron",1911,viaf,http://viaf.org/viaf/61543208
"Carroux, L.J.",2895,viaf,
"Carter, Monsieur (Verleger in New York?)",5991,viaf,
"Cartier, Monsieur (Tuteur honoraire)",5879,viaf,
"Caseaux, maréchal de",5111,viaf,
"Cassini, Alexandre Henri Gabriel de",3439,viaf,http://viaf.org/viaf/127717
"Castel, René Richard Louis",3414,viaf,http://viaf.org/viaf/17441327
"Castellane, Monsieur de (Mitglied der Société philotechnique?)",5484,viaf,
"Casti, Giambattista",2946,viaf,http://viaf.org/viaf/95167907
"Casti, Giovanni Battista",2755,viaf,http://viaf.org/viaf/95167907
"Castillon, Monsieur",6555,viaf,
"Castlereagh, Robert",4789,viaf,http://viaf.org/viaf/15560591
"Catalan, Monsieur (? Zahnarzt in Paris)",5620,viaf,
"Catalani, Angelica",2541,viaf,http://viaf.org/viaf/59349171
"Catel, Charles Simon",3675,viaf,http://viaf.org/viaf/19944848
"Catelan, Mademoiselle (verheiratete Grammont)",6042,viaf,
"Catenet, Madame de",5353,viaf,
Catherine,5672,viaf,
"Catteau-Calleville, Jean Pierre Wilhelm",4212,viaf,http://viaf.org/viaf/9940257
"Cauchois-Lemaire, Louis-Augustin-François",5481,viaf,http://viaf.org/viaf/54487257
"Cauchy, Louis-Augustin",5026,viaf,http://viaf.org/viaf/73851086
"Cauffin, Monsieur",2298,viaf,
"Caumont, Antonin Nompar de, duc de Lauzun",2978,viaf,http://viaf.org/viaf/52489793
"Caumont, Arcisse de",2217,viaf,http://viaf.org/viaf/64003160
"Caumont, Monsieur",5987,viaf,
"Causans, Madame de",4441,viaf,
"Cavanagh-Barba, Madame",4431,viaf,
"Cavé, Hygen-Auguste",3270,viaf,http://viaf.org/viaf/310667991
"Cellier du Fayel, Narcisse Honoré",6506,viaf,
"Cellini, Benvenuto",5453,viaf,http://viaf.org/viaf/56629983
"Cels, Monsieur",4175,viaf,
"Céré-Barbé, Hortense de",3840,viaf,
"Césarini, Jacques-Auguste-Vié de",4617,viaf,
"Cessac, Monsieur de",4150,viaf,
"Chabannes (oder Chabanais?), marquis de",6154,viaf,
Chabeaussière (Siehe La Chabeaussière),3465,viaf,http://viaf.org/viaf/49265915
"Chabeaussière, Monsieur de la",5951,viaf,
Chabert (Herausgeber),4896,viaf,
"Chagnel, Monsieur",4841,viaf,
"Chalamel, Monsieur",4814,viaf,
"Chaley, Joseph",6378,viaf,http://viaf.org/viaf/216361790
"Chaloi, Madame de",5587,viaf,
"Châlot, comte de",5278,viaf,
"Châlot, Madame de (Siehe Vanhove)",3400,viaf,
"Chambert, Monsieur (Anwalt CdS' in Tours)",3759,viaf,
"Chambon de Montaux, Nicolas, alias Joseph Chambon",1912,viaf,http://viaf.org/viaf/32779397
"Chambon, Madame",4084,viaf,
"Chambord, Henri d'Artois, duc de Bordeaux, comte de",4062,viaf,http://viaf.org/viaf/49223104
"Chamfort, Nicolas, eigentl. Sébastien-Roch Nicolas",4553,viaf,http://viaf.org/viaf/31994287
"Chamont, Monsieur de",5222,viaf,
"Champcenetz, Louis René Quentin de Richebourg, chevalier de",3610,viaf,http://viaf.org/viaf/77364804
"Champcourtois, Monsieur (Komponist)",4994,viaf,
"Champollion-Figeac, eigentlich Champollion, Jacques Joseph",2921,viaf,http://viaf.org/viaf/100169796
"Chanlaire, Pierre-Gilles",1913,viaf,
"Chapelain, Monsieur",4083,viaf,
"Chaptal, Jean-Antoine, comte de Chanteloup",6273,viaf,http://viaf.org/viaf/64003380
"Chaptal, Monsieur (Freund von Amalric)",5371,viaf,
"Charlemagne, Armand",2625,viaf,http://viaf.org/viaf/22250798
"Charles IX, König von Frankreich",2909,viaf,http://viaf.org/viaf/88890900
"Charles VII, König von Frankreich",3181,viaf,http://viaf.org/viaf/266886302
"Charles X, König von Frankreich",2431,viaf,http://viaf.org/viaf/96583780
"Charles, Madame",5798,viaf,
"Charles, Monsieur",4908,viaf,
Charlotte (Hausangestellte von CdS in Paris),5923,viaf,
"Charlotte Joachime von Spanien, Königin von Portugal",3199,viaf,http://viaf.org/viaf/127422579
"Charlotte von Preußen, später Alexandra Fjodorowna, Zarin von Russland.",2824,viaf,http://viaf.org/viaf/30339230
"Charot, Madame",5491,viaf,
"Charot, Monsieur",5712,viaf,
"Charpentier, [Gervais] (Buchhändler)",5602,viaf,http://viaf.org/viaf/32102252
"Charrier de La Roche, Louis",2139,viaf,http://viaf.org/viaf/15830898
"Charrière, Joseph-Frédéric-Benoît",4858,viaf,http://viaf.org/viaf/24592789
"Charron, Pierre",2963,viaf,
"Chartres, duc de (Siehe Orléans, Ferdinand Philippe d')",3492,viaf,http://viaf.org/viaf/96234574
"Chassériau, Madame, geb. Duval (Tochter von Amaury Duval)",4742,viaf,
"Chassériau, Monsieur",4741,viaf,
"Chateaubriand, François-René de, vicomte de",1914,viaf,http://viaf.org/viaf/7388218
"Châteaugiron, Hippolyte de",3316,viaf,http://viaf.org/viaf/29681731
"Châtelain, F. (Begründer des Office littéraire)",3122,viaf,
"Châtelain, Jean-Baptiste-François, chevalier de",2549,viaf,
"Châtelain, Monsieur",4887,viaf,
"Châtelain, Monsieur (Herausgeber des""Journal du Commerce""?)",3753,viaf,
"Chatenay, Mademoiselle",4986,viaf,
"Chaulaire, Monsieur",4402,viaf,
"Chaulieu, Guillaume Amfrye de",2655,viaf,http://viaf.org/viaf/27174209
"Chaulin, Monsieur (papetier du Roi)",4972,viaf,
"Chauvet, Madame",6002,viaf,
"Chauvet, Victor",3346,viaf,http://viaf.org/viaf/3155196
"Chaveau, Monsieur",5960,viaf,
"Chazal, Antoine",2409,viaf,http://viaf.org/viaf/107028335
"Chazet, Pierre A[lissan] de",3403,viaf,http://viaf.org/viaf/163221043
"Chénier, Marie-Joseph de",3958,viaf,http://viaf.org/viaf/22139971
"Cherubini, Anne Cécile, geb. Tourette",2180,viaf,http://viaf.org/viaf/25355191
"Cherubini, Luigi",2168,viaf,http://viaf.org/viaf/88663809
"Cherubini, Zenobia, verh. Rosellini (Tochter des Luigi Cherubini)",6418,viaf,
"Cheston, Julie",5369,viaf,
Chevaliers de l'Ordre royal et militaire de Saint Louis,6678,viaf,
"Chevet, Madame",5032,viaf,
"Chevreuse, duc de",5800,viaf,
"Chézy, Antoine-Léonard de",2793,viaf,http://viaf.org/viaf/2569069
"Chézy, Helmina von, geborene von Klencke",3389,viaf,http://viaf.org/viaf/32029599
"Chimay, François Joseph de Riquet de Camaran, prince de",5049,viaf,http://viaf.org/viaf/74131238
"Chimay, princesse de, Térésa Cabarrus, gen. Madame Tallien",3171,viaf,http://viaf.org/viaf/7497990
"Chinard, Joseph",5681,viaf,http://viaf.org/viaf/37186319
"Chiriant, Monsieur",5886,viaf,
"Choiseul-Daillecour, Maxime de",2968,viaf,http://viaf.org/viaf/309676061
"Choiseul-Gouffier, Marie-Gabriel-Florent-Auguste de",2559,viaf,http://viaf.org/viaf/63996987
"Choiseul-Meuse, Félicité de",3299,viaf,http://viaf.org/viaf/19728213
"Chokey (Choquet?), Monsieur",4398,viaf,
Chokier (Siehe Surlet de Chokier),3496,viaf,
"Chomereau [de Saint-André?], Madame",5195,viaf,
"Chomereau, Madame (Cousine von Minette)",3539,viaf,
"Choquet, Monsieur",5949,viaf,http://viaf.org/viaf/14946369
"Choris, Ludwig",3210,viaf,http://viaf.org/viaf/39647933
"Chrétien, Gilles Louis",3140,viaf,http://viaf.org/viaf/47031076
"Christ, Mademoiselle",3961,viaf,
"Christian, Auguste de",2598,viaf,
"Christian, Monsieur (de?)",4843,viaf,
"Christian, P.",6597,viaf,
"Christian, Paul oder Jean-Baptiste, eigentl. Jean-Baptiste Pitois",2337,viaf,http://viaf.org/viaf/100196808
"Christina von Schweden, Königin von Schweden",2912,viaf,http://viaf.org/viaf/4931803
"Churot, Monsieur",6289,viaf,
"Cicero, Marcus Tullius",4016,viaf,http://viaf.org/viaf/78769600
"Cinti-Damoreau, Laure, eigentl. Laure Cinthie Montalant",6489,viaf,http://viaf.org/viaf/64271292
"Clado, Gallien",6321,viaf,
"Clairon, Claire-Josèphe, genannt Mademoiselle",6170,viaf,http://viaf.org/viaf/95241722
"Claquet, Monsieur",4919,viaf,
"Clarke, Henri-Jacques-Guillaume",3170,viaf,http://viaf.org/viaf/69094194
"Clary, Désirée (Siehe Desideria Bernadotte)",3468,viaf,http://viaf.org/viaf/47555301
"Clary-Bonaparte, Marie-Julie, Königin von Neapel, Sizilien und Spanien, Ehefrau von Joseph Bonaparte",2620,viaf,http://viaf.org/viaf/13101987
"Clavier, Esther (Siehe Courier)",1915,viaf,
"Clavier, Étienne",1916,viaf,http://viaf.org/viaf/25386357
"Clavier, Madame",3955,viaf,
"Clavier, Madame (Mutter der Esther Courier)",2406,viaf,
"Clavier, Mademoiselle (Tochter)",4964,viaf,
"Clavière, Madame",6016,viaf,
"Clémence, Mademoiselle",2457,viaf,
"Clemens V., Papst",2601,viaf,http://viaf.org/viaf/173354797
"Clément, Monsieur",4873,viaf,
"Clermont-Tonnerre, Aynard de",3057,viaf,http://viaf.org/viaf/316664773
"Clermont-Tonnerre, Madame de",5201,viaf,
"Cloquet, Jules Germain (Arzt)",2629,viaf,http://viaf.org/viaf/61623369
"Cluny, Monsieur",4822,viaf,
"Cockerill, James",6205,viaf,http://viaf.org/viaf/95396929
"Codrika, Panagiotis",5637,viaf,http://viaf.org/viaf/33152636141420051961
Cöckels (Schneider),5759,viaf,
"Coëls, Frau von",5320,viaf,
"Coëls, Friedrich Josef Antonius von",4735,viaf,
"Coëls, Herr von",4265,viaf,
"Cohen, Monsieur",4260,viaf,
"Cohmans, Monsieur (Sekretär aus Aachen)",5370,viaf,
"Coigny, Madame de",5225,viaf,
"Coindre, Mademoiselle",5935,viaf,
"Coindre, Monsieur",5945,viaf,
"Colbert, Jean Baptiste",2915,viaf,http://viaf.org/viaf/128062
"Colbert-Chabanais, Auguste François-Marie de",3126,viaf,
"Colchen, [Jean-Victor?]",4331,viaf,
"Colet, Hippolyte",3669,viaf,http://viaf.org/viaf/44219387
"Colet, Louise, geb. Révoil",4791,viaf,http://viaf.org/viaf/59159180
"Colet, Madame",5373,viaf,
"Coletti, General",5264,viaf,
"Coligny, comtesse de",4654,viaf,
"Coligny, Olympe de",4676,viaf,http://viaf.org/viaf/117152636112420051718
"Collenbach, Louise de",4325,viaf,
"Collet, Madame und Monsieur",5282,viaf,
"Colletti(s), [Jean] (griechischer Botschafter)",6222,viaf,
"Colo (?), General",5243,viaf,
"Colo, Madame",5239,viaf,
"Colombat de l'Isère, Laure",2340,viaf,
