Person,FuD-ID,Feld,URN
"Falloux, Alfred de",6481,gnd,http://d-nb.info/gnd/116406453
"Falvet, Dr.",6535,gnd,
"Fantin, Monsieur",4469,gnd,
"Fariau de Saint-Ange, Ange-François",3870,gnd,http://d-nb.info/gnd/116758880
"Fauchat, Monsieur",3705,gnd,
"Faucher, Monsieur",6314,gnd,
"Faucheux, Monsieur (Anwalt der Erben Pipelet in Tours)",5175,gnd,
"Fauconpret, Auguste Jean Baptiste de",4505,gnd,http://d-nb.info/gnd/124538452
"Faugeroux, Monsieur",5971,gnd,
"Faulcon de La Parisière, Marie-Félix",3906,gnd,http://d-nb.info/gnd/117502944
"Faure, Madame",5934,gnd,
"Fauriel, Claude",4642,gnd,http://d-nb.info/gnd/118683128
"Favre, Ferdinand",6490,gnd,
"Fay, Léontine (Siehe Volnys)",3718,gnd,http://d-nb.info/gnd/116424656
"Fayolle, François-Joseph-Marie",2222,gnd,http://d-nb.info/gnd/116447060
"Febvé, Charles",3696,gnd,
"Fée, Antoine Laurent Appolinaire",2228,gnd,http://d-nb.info/gnd/116427310
"Fée, Cécile",2225,gnd,
"Féletz, Charles-Marie de",6315,gnd,http://d-nb.info/gnd/117505013
"Fellenberg, Philipp Emmanuel von",6374,gnd,http://d-nb.info/gnd/118686577
"Fellens, Jean-Baptiste",2131,gnd,http://d-nb.info/gnd/1055521712
"Feller, abbé de",4613,gnd,
"Feltre, Henri-Jacques Guillaume Clarke, duc de",5124,gnd,http://d-nb.info/gnd/116530278
"Fénelon, François, eigentl. François de Salignac de La Mothe-Fénelon",2916,gnd,http://d-nb.info/gnd/118532464
"Ferdinand I., Kaiser von Österreich",6283,gnd,http://d-nb.info/gnd/118686747
"Ferdinand I., König beider Sizilien",3041,gnd,http://d-nb.info/gnd/11895363X
"Ferdinand II., König beider Sizilien",3341,gnd,http://d-nb.info/gnd/1089810148
"Ferdinand II., König von Portugal",6474,gnd,http://d-nb.info/gnd/118952269
"Ferdinand VII., König von Spanien",2791,gnd,http://d-nb.info/gnd/119307421
"Féré, Monsieur (""secrétaire particulier de Monsieur le comte Beugnot"")",6663,gnd,
"Féré, Octave",2624,gnd,http://d-nb.info/gnd/124426077
"Féron, Éloi Firmin",6183,gnd,
"Ferrari, Monsieur",3526,gnd,
"Ferraud, Monsieur",3707,gnd,
"Ferrée, Madame",5988,gnd,
"Ferry, Mr. (Sohn des Gouverneurs von Sierra Leone [Richard Doherty])",6218,gnd,
"Fesch, Joseph Kardinal",2631,gnd,http://d-nb.info/gnd/116473894
"Feuillet, Laurent",3851,gnd,http://d-nb.info/gnd/1199304115
"Feuillot, Monsieur",5959,gnd,
"Feutrier, Jean-François-Hyacinthe",3438,gnd,http://d-nb.info/gnd/1045804576
"Fèvre, Monsieur",4509,gnd,
"Fieschi, Giuseppe",3321,gnd,http://d-nb.info/gnd/116500948
"Fiess, Mathieu Georges Joseph",2656,gnd,http://d-nb.info/gnd/1157517064
"Fievée, Joseph",3295,gnd,http://d-nb.info/gnd/119144506
"Fiévée, Monsieur (wahrscheinlich nicht Joseph)",4525,gnd,
"Finette (Siehe Théis, Joséphine de)",3475,gnd,
"Fink, Frau (Wohnungsvermieterin in Aachen)",5561,gnd,
"Fisenne, Frau von",4312,gnd,
"Fisenne, Ludwig von",2840,gnd,
"Fisenne, Sophie von",4313,gnd,
"Fitzherbert, Maria",3025,gnd,http://d-nb.info/gnd/119180200
"Fitz-James, Edouard, duc de",3335,gnd,http://d-nb.info/gnd/1050471318
"Fizeaux, Madame, geb. Lézurier de La Martel",2919,gnd,
"Flavigny, Madame de",6116,gnd,
"Flavigny, Mademoiselle de",6082,gnd,
"Fleschener, Monsieur",5921,gnd,
"Fleury, André Arsène Joseph de Rosset, duc de",4226,gnd,
"Fleury, Madame",2490,gnd,
"Fleury, Monsieur",4204,gnd,
"Floh, Familie",5626,gnd,
"Floirac, Jacques-Étienne de La Grange-Gourdon, comte de",3423,gnd,http://d-nb.info/gnd/1031748733
"Florival, (?) Monsieur, auch ""de Normandie"" genannt (Dramaturg)",5129,gnd,
"Flotte, Étienne Gaston de",2237,gnd,
"Flourens, Marie-Jean-Pierre",6286,gnd,http://d-nb.info/gnd/119156679
Fogères (Siehe Mathon de Fogères),5678,gnd,
"Fonk, Peter Anton",5051,gnd,http://d-nb.info/gnd/102490813
"Fontanes, (Jean-Pierre) Louis, marquis de",1950,gnd,http://d-nb.info/gnd/119003872
"Fontanes, Louis-Marcelin de",4142,gnd,http://d-nb.info/gnd/119003872
"Fontenai, Louis-Abel Bonafous, gen. l'abbé (de)",5487,gnd,http://d-nb.info/gnd/12379322X
"Forbes, Mademoiselle",4379,gnd,
"Forbin, Louis Nicolas Philippe Auguste de",2981,gnd,http://d-nb.info/gnd/116649089
"Forbin-Janson, Charles, comte de",2450,gnd,http://d-nb.info/gnd/117520039
"Forckenbeck, August von (preußischer Konsul in Dänemark)",4996,gnd,http://d-nb.info/gnd/136002005
"Forestier, Monsieur",6038,gnd,http://d-nb.info/gnd/1068793082
"Forges de Parny, Évariste Désiré de, vicomte de",1951,gnd,http://d-nb.info/gnd/120618559
"Forster, Charles (auch Karol)",3417,gnd,http://d-nb.info/gnd/11952659X
"Forstmann, Monsieur",6057,gnd,
"Fortia de Piles, Alphonse-Toussaint-Joseph-André-Marie-Marseille de",2887,gnd,http://d-nb.info/gnd/10011783X
"Fortia d'Urban, Agricol-Joseph marquis de (vice-président du Lycée de Vaucluse)",3533,gnd,http://d-nb.info/gnd/100279554
"Fortoul, Hippolyte",3083,gnd,http://d-nb.info/gnd/118902989
"Fossé-Darcosse, François Barthélémy Thérèse Émilien",3620,gnd,http://d-nb.info/gnd/1157641008
"Foucault, Jean Amable (Siehe Saint-Prix)",3476,gnd,
"Fouché, Joseph",3004,gnd,http://d-nb.info/gnd/118534548
"Foucher, Madame",5776,gnd,
"Foucher, Paul Henri",3049,gnd,http://d-nb.info/gnd/117528293
"Fouquier, Pierre",6148,gnd,http://d-nb.info/gnd/102458936
"Fourcroy, Antoine-François",4847,gnd,http://d-nb.info/gnd/116677635
"Fourier, Charles",6233,gnd,http://d-nb.info/gnd/118534572
"Fournier, Monsieur (Buchhändler)",5449,gnd,
"Foy, Maximilien Sébastien",3429,gnd,http://d-nb.info/gnd/119165961
"Foyatier, Denis",6441,gnd,http://d-nb.info/gnd/131433253
"Français de Nantes, eigentl. Antoine Français",3261,gnd,http://d-nb.info/gnd/115348158
"Français, Madame",5609,gnd,
"Franchet d'Espèrey, François",3816,gnd,
"Franchet d'Esperey, Henriette Laure, geb. Sainte-Luce-Oudaille",5158,gnd,http://d-nb.info/gnd/1158575440
"Francissimi, Jules",4831,gnd,
"François (de Nantes oder de Neufchâteau?), comte",2440,gnd,
"François de Méricourt, Madame",5294,gnd,
"François I., König von Frankreich",3013,gnd,http://d-nb.info/gnd/118534947
"François, A.",6385,gnd,
"François, Madame",5497,gnd,
"Franconi, Henri",2669,gnd,
"Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette",5115,gnd,
"Francq, Alexandre de",2227,gnd,
"Francq, Angélique, verh. Labouverie (uneheliche Tochter des Louis-Bernard de Francq und der Marie-Catherine Blondeau)",6577,gnd,
"Francq, Claude (Vater des Louis Bernard)",6576,gnd,
"Francq, Constant de",2187,gnd,
"Francq, drei Enkel der CdS",3578,gnd,
"Francq, Edgar Hubert de (erstes Kind von Félix , 03.1844 gestorben)",5810,gnd,
"Francq, Emmanuel de",2119,gnd,
"Francq, Félix, baron de",2083,gnd,
"Francq, Louis Bernard, baron de",2238,gnd,
"Francq, Madame de, geb. Bernarde Canot (Mutter des Louis Bernard de Francq)",5112,gnd,
"Francq, Ozélie (Azélie), baronne de",2084,gnd,
"Franshaw, Madame de",4832,gnd,
"Franz I., Kaiser von Österreich",2309,gnd,http://d-nb.info/gnd/118535013
"Franz Xaver, Heiliger",4186,gnd,http://d-nb.info/gnd/118535021
"Frautin, Madame",4763,gnd,
"Frayssinous, Denis-Antoine-Luc, comte de",2979,gnd,http://d-nb.info/gnd/117536695
Frédéric,6073,gnd,
"Fréron, Louis-Marie-Stanislas",3887,gnd,http://d-nb.info/gnd/124785700
"Freslon, Alexandre Pierre",6482,gnd,
"Fréville, Madame de",3300,gnd,
"Fréville, Monsieur (de?)",3970,gnd,
"Freycinet, Louis de",2888,gnd,http://d-nb.info/gnd/124760295
"Friand, Général",4818,gnd,
"Friedländer / Friedlender, Ehepaar",5841,gnd,
"Friedländer, Félicité",4967,gnd,
"Friedländer, Madame",4826,gnd,
"Friedrich II., König von Preußen, gen. Friedrich der Große",2394,gnd,http://d-nb.info/gnd/118535749
"Friedrich Wilhelm III., König von Preußen",2412,gnd,http://d-nb.info/gnd/118535986
"Friedrich Wilhelm IV., König von Preußen",2274,gnd,http://d-nb.info/gnd/118535994
"Frochot, Nicolas",2929,gnd,http://d-nb.info/gnd/117538434
"Frustier (?), Monsieur",6127,gnd,
"Fualdès, Antoine-Bernardin",2708,gnd,http://d-nb.info/gnd/1024292762
"Fürstenberg, Graf von",4854,gnd,
"Fürstenberg, Leopold, Freiherr von",2839,gnd,http://d-nb.info/gnd/172655013
"Fürstenberg, Prinz von",3721,gnd,
"Fulchiron, Jean-Claude",6397,gnd,http://d-nb.info/gnd/105518080X
Funcke (Siehe Funke),4134,gnd,
"Funke, Wilhelm (Gartendirektor Dyck)",4950,gnd,
"Furia, Francesco del",5221,gnd,http://d-nb.info/gnd/116874872
"Fusil, Louise",2699,gnd,http://d-nb.info/gnd/116878657
"Fuss, Prof.",5422,gnd,http://d-nb.info/gnd/116878894
"Gado, général Jean-Albert-Paul-Dominique",5749,gnd,
"Gaète, Martin Michel comte Gaudin, duc de",4661,gnd,http://d-nb.info/gnd/104112832
Gai (Siehe Gay),6631,gnd,
"Gaigneau, Madame",4491,gnd,
"Gail, Monsieur",4650,gnd,
"Gail, Sophie, geb. Edmée Sophie Garre",1952,gnd,http://d-nb.info/gnd/116338083
"Gaillard de Murrey, Monsieur (Siehe Murrey)",6640,gnd,
"Gaillard, Monsieur de",4463,gnd,
"Galatin, Monsieur",5101,gnd,http://d-nb.info/gnd/170681785
"Galiani, Ferdinando, gen. abbé Galiani",4460,gnd,http://d-nb.info/gnd/118689258
"Galitzin, Alexander Nikolaiewitsch",4715,gnd,http://d-nb.info/gnd/118718037
"Galitzin, Fürstin",5354,gnd,
"Galitzin, Marianne, verheiratete Fürstin Salm-Reifferscheidt-Krautheim",5163,gnd,
"Gall, Dr. Franz Joseph",4227,gnd,http://d-nb.info/gnd/118537245
"Gall, Madame (Ehefrau von Dr. Gall, in 2. Ehe mit Dr. Imbert verheiratet)",5941,gnd,
"Gallatin, Albert",3201,gnd,http://d-nb.info/gnd/119467143
"Galliera, Raffaele De Ferrari, Duca di",5901,gnd,http://d-nb.info/gnd/122662121
"Galvani, Giovanni",3129,gnd,http://d-nb.info/gnd/144037335
"Garan de Coulon, Madame",5293,gnd,
"Garat, Dominique Joseph",1954,gnd,http://d-nb.info/gnd/128894733
"Gardier, Madame",5966,gnd,
"Garet, Monsieur (frz. Schriftsteller)",4552,gnd,
"Garnerin, Elise",2728,gnd,http://d-nb.info/gnd/116439785
"Garnon, Achille",4407,gnd,
"Garot, Eugénie,  geb. Naigeon",5186,gnd,
"Garot, Madame",5184,gnd,
"Garot/Garrot, Monsieur (Notar in Coucy)",5217,gnd,
Garro (Mexikanischer Politiker?),4366,gnd,
"Gathy, August",5534,gnd,http://d-nb.info/gnd/100604889
"Gaudin, comte (Siehe Gaète)",4918,gnd,
"Gauguier, Charles",5312,gnd,
"Gauja, Prosper",6338,gnd,
Gaul(l)ard de Saudray (Siehe Saudray),6610,gnd,http://d-nb.info/gnd/128526467
"Gautherot, Monsieur",4817,gnd,
Gauthier (= Lacroix Gauthier?),3271,gnd,
"Gauthier, Madame (Ehefrau des Pierre Gauthier)",6434,gnd,http://d-nb.info/gnd/1089897863
"Gauthier, Monsieur",5984,gnd,
"Gauthier, Pierre (Architekt und Mitglied der Société philotechnique)",6368,gnd,
"Gauthier-Desiles, Antoine-Marie",2163,gnd,
"Gauttier d'Arc, Edouard",6324,gnd,http://d-nb.info/gnd/100605222
"Gavaudan, Jean-Baptiste",3888,gnd,http://d-nb.info/gnd/1026796776
"Gaviniès, Pierre",1955,gnd,http://d-nb.info/gnd/104101024
"Gay, Aglaé",5267,gnd,
"Gay, Delphine, verheiratete Girardin (Siehe Girardin)",4425,gnd,http://d-nb.info/gnd/100796303
"Gay, Monsieur (Arzt?)",5568,gnd,
"Gay, Sigismond, baron de Lupigny",1957,gnd,
"Gay, Sophie, baronne de Lupigny, geb. Nichault de la Valette",6119,gnd,http://d-nb.info/gnd/11647260X
"Gay-Allart, Mary",2185,gnd,http://d-nb.info/gnd/1157459110
"Gayet, Monsieur",6015,gnd,
"Gaymard, Paul",6464,gnd,
"Geissel, Johannes von",3096,gnd,http://d-nb.info/gnd/118716670
"Gelhay, Familie",3583,gnd,
"Gelhay, Madame",5910,gnd,
"Gelhay, Mademoiselle",5912,gnd,
"Gelhay, Monsieur",3591,gnd,
"Gelly Martinez, Juan Andrés",5503,gnd,http://d-nb.info/gnd/1056652489
"Gelon, Guillaume",6477,gnd,
"Gence, Jean-Baptiste-Modeste",4683,gnd,http://d-nb.info/gnd/116540303
"Genlis, Stéphanie Félicité du Crest de Saint-Aubin, comtesse de",1958,gnd,http://d-nb.info/gnd/118716816
"Genty, Madame",4285,gnd,
"Geoffrin, Marie-Thérèse",4750,gnd,http://d-nb.info/gnd/116543035
"Géoffroi, Monsieur",4980,gnd,
"Geoffroy, Julien Louis",4577,gnd,http://d-nb.info/gnd/1055195289
"Georg III., König des Vereinigten Königreichs",2855,gnd,http://d-nb.info/gnd/118716913
"Georg V., König von Hannover",5703,gnd,http://d-nb.info/gnd/118690485
"George IV, König von Großbritannien und Irland",3026,gnd,http://d-nb.info/gnd/118690450
"George, eigentl. Marguerite-Joséphine Weimer, gen. Mlle",5427,gnd,
"Georgel, abbé",4339,gnd,http://d-nb.info/gnd/123896002
"Georgeon, General",4794,gnd,
"Georgeon, Mademoiselle",3982,gnd,
"Georges, Frédéric de",3757,gnd,http://d-nb.info/gnd/1103715666
"Gérando, Joseph Marie, baron de",3856,gnd,http://d-nb.info/gnd/116051264
"Gérard, Henri",3228,gnd,http://d-nb.info/gnd/117536350
"Gerdolle, Familie",5624,gnd,
Germain (Domestik in Dyck),4777,gnd,
Gerner (??),6062,gnd,
"Gervais, Monsieur (Weinspezialist)",6538,gnd,
Gesandte aus Großbritanien,5730,gnd,
"Gessner, Salomon",5651,gnd,http://d-nb.info/gnd/118538969
"Gestas Wignancourt, George de",4213,gnd,http://d-nb.info/gnd/130669571
"Gestas Wignancourt, Henri de",4214,gnd,
"Gévaudan, marquise de",4196,gnd,
"Ghene, Monsieur de",4095,gnd,
"Giaconville, Madame",2289,gnd,
"Gianni, Francesco",4940,gnd,http://d-nb.info/gnd/119512890
"Gibbon, Edward",3413,gnd,http://d-nb.info/gnd/118717286
"Giesen, Herr (Hausangestellte)",3701,gnd,
Gigoux. Monsieur,5441,gnd,
"Gillette, Monsieur",5908,gnd,
"Ginguené, Madame",2447,gnd,
"Ginguené, Pierre-Louis",3905,gnd,http://d-nb.info/gnd/119365103
"Girard, Joseph-François-Henri, chevalier de",1962,gnd,
"Girard, Mademoiselle",5882,gnd,
"Girard, Monsieur (Rechtsvertreter aus Tours)",4167,gnd,
"Girard, Pater Grégoire, eigentl. Jean-Baptiste Girard",6379,gnd,http://d-nb.info/gnd/118837443
"Girardin Duvivier, Monsieur",5438,gnd,
"Girardin, Delphine de, geb. Gay, Pseudonym: Charles de Launay",5617,gnd,http://d-nb.info/gnd/100796303
"Girardin, Émile de",4662,gnd,http://d-nb.info/gnd/118717634
"Girardin, Stanislas Xavier",2126,gnd,http://d-nb.info/gnd/118200194
"Giraud, Pierre (Bischof von Rodez)",4796,gnd,http://d-nb.info/gnd/102481946
"Girault-Duvivier, Charles-Pierre",3298,gnd,http://d-nb.info/gnd/104273690
"Giraut, Monsieur",5976,gnd,
"Girodet, Monsieur",6018,gnd,
"Girodet-Trioson, Anne-Louis, eigentl. Girodet de Roussy",1964,gnd,http://d-nb.info/gnd/118817310
"Giron, Monsieur (Leiter eines Pensionats in Brüssel, ab 1828)",5969,gnd,
"Giroust, Madame",5916,gnd,
"Giustiniani, Prinz",2294,gnd,
"Gluck, Christoph Willibald",6056,gnd,http://d-nb.info/gnd/118539841
"Gneisenau, August Neidhardt, Graf von",2994,gnd,http://d-nb.info/gnd/118539957
"Gobert, Madame",4385,gnd,
"Godding / Gudding, Herr (Dienstbote auf Dyck)",4021,gnd,
"Godemère, Madame de",4414,gnd,
"Godoy, Manuel, prince de la Paix et de Bassano",6522,gnd,http://d-nb.info/gnd/118717855
"Görissen, Familie (Gastfamilie der Gräfin Hatzfeldt in Aachen)",6655,gnd,
"Görres, Joseph",2868,gnd,http://d-nb.info/gnd/11854019X
"Goethe, Johann Wolfgang von",2383,gnd,http://d-nb.info/gnd/118540238
"Goetz, Herr von",4705,gnd,
"Goffin, Hubert",4107,gnd,http://d-nb.info/gnd/1019730331
"Gohier, Louis",1965,gnd,http://d-nb.info/gnd/116746033
"Golbéry, Philippe de",4349,gnd,http://d-nb.info/gnd/100489885
"Goldoni, Carlo",3415,gnd,http://d-nb.info/gnd/118540505
"Goldstein, Frau (von?)",4721,gnd,
"Goldstein, Graf von",4660,gnd,http://d-nb.info/gnd/136048242
Golizyn (Siehe Galitzin),6612,gnd,
"Goll, Joseph Jacques Samuel de",6454,gnd,
"Gondrecourt, Hyacinthe, comtesse de",4610,gnd,
"Gondrecourt, Monsieur de",4693,gnd,
"Gondremont, comte (?) de",5546,gnd,
"Gondret, Dr. Louis-François",6431,gnd,http://d-nb.info/gnd/1055362657
"Gosse, Étienne (Redakteur der ""Pandore"")",5996,gnd,http://d-nb.info/gnd/1055091211
"Gosselin, Charles (Buchhändler und Verleger)",6153,gnd,http://d-nb.info/gnd/1037555392
"Gosselin, Pascal François Joseph",3875,gnd,http://d-nb.info/gnd/128911913
"Gothland, Herzogin von (Schweden)",4815,gnd,
"Gothland, Prinzessin von",5050,gnd,
"Gottis, Madame",4429,gnd,http://d-nb.info/gnd/100796265
"Goucert ?, Père (Priester)",5325,gnd,
"Gouffé, Armand",2890,gnd,http://d-nb.info/gnd/10041673X
"Gourgaud, Gaspard, baron",5372,gnd,http://d-nb.info/gnd/100155812
"Gouvion Saint-Cyr, Anne de",2181,gnd,
"Gouvion-Saint-Cyr, Laurent Gouvion, marquis de Saint-Cyr, gen.",3920,gnd,http://d-nb.info/gnd/117550825
"Gozlan, Léon",6512,gnd,http://d-nb.info/gnd/116798661
"Graffigny, Françoise de",2797,gnd,http://d-nb.info/gnd/117553204
"Grammont, Mademoiselle",4127,gnd,
"Grammont, Monsieur",6041,gnd,http://d-nb.info/gnd/106540624X
"Grandgagnage, Charles Marie Joseph",2640,gnd,http://d-nb.info/gnd/116821744
"Grandmaison, Monsieur de (Directeur de l'Athénée des étrangers)",1966,gnd,
"Grandperret, Claude-Louis",4116,gnd,
"Granger, Monsieur (Schwiegersohn des Ménard)",6008,gnd,
"Gratiot, [Jean] (Buchhändler und Drucker, rue du Foin Saint Jacques)",5880,gnd,http://d-nb.info/gnd/1037576349
"Grave, Monsieur de",5030,gnd,
"Green, Mr. (Engländer und Entwickler von Luftfahrtschiffen)",6274,gnd,
"Grégoire, Henri, gen. abbé Grégoire",5003,gnd,http://d-nb.info/gnd/118718657
"Gregor XVI., Papst",2869,gnd,http://d-nb.info/gnd/118541897
"Gresset, Jean-Baptiste-Louis",2727,gnd,http://d-nb.info/gnd/100143172
"Grétry, André-Ernest-Modeste",4098,gnd,http://d-nb.info/gnd/118542079
"Greverath, Herr (Hausangestellter)",5542,gnd,
"Grignon, Monsieur (Restaurantbesitzer)",4495,gnd,
"Grille, François",6438,gnd,http://d-nb.info/gnd/116835966
"Grimbert , Monsieur (Verleger)",5536,gnd,
"Grimm, Friedrich Melchior",3448,gnd,http://d-nb.info/gnd/118697765
"Grimm, Jacob und Wilhelm",2748,gnd,http://d-nb.info/gnd/118542257
"Groeben, Herr von",4611,gnd,
"Groote, Everhard von",2314,gnd,http://d-nb.info/gnd/142640115
"Gros, Antoine-Jean",2985,gnd,http://d-nb.info/gnd/118718975
"Grouchy, Emmanuel de",4544,gnd,http://d-nb.info/gnd/100491987
"Grudzinska, Joanna",6224,gnd,
"Grün, Monsieur (Chefredakteur des ""Moniteur"")",6383,gnd,
"Guaita, Madame de",4256,gnd,
"Gudenau / Gudenow, Frau von",4862,gnd,
"Gudenau / Gudenow, Herr von",4837,gnd,
Gudin [de La Brenellerie] Madame,2401,gnd,
"Gudin de La Brenellerie, Paul-Philippe",1967,gnd,http://d-nb.info/gnd/116909102
"Gudin, Jean Antoine Théodore",2410,gnd,http://d-nb.info/gnd/116909072
"Gudmann, Frau von",4921,gnd,
"Gudmann, Herr von",4877,gnd,
"Guérin, Paulin",2897,gnd,http://d-nb.info/gnd/133727343
"Guérin, Pierre-Narcisse",1968,gnd,http://d-nb.info/gnd/120956705
"Guerney, Mademoiselle",4233,gnd,
"Guérouet (? oder Guéroux), Madame de",4241,gnd,
"Guéroux, Madame de",5793,gnd,
"Guerrier de Dumast, Madame",3763,gnd,
"Guerrier de Dumast, Prosper",2199,gnd,http://d-nb.info/gnd/136395600
"Guibert, Monsieur (Notar oder Rechtsvertreter)",3717,gnd,
"Guiccioli, Teresa Gräfin",6221,gnd,http://d-nb.info/gnd/118905015
"Guidal, général Maximin-Joseph Emmanuel",5120,gnd,
"Guignes, Chrétien-Louis-Joseph de",1969,gnd,http://d-nb.info/gnd/131841335
"Guilbert de Pixerécourt, René",3187,gnd,http://d-nb.info/gnd/118792458
"Guillard, Nicolas François",5649,gnd,http://d-nb.info/gnd/116921552
"Guillaume, Monsieur",6618,gnd,
"Guilleau, Monsieur",5360,gnd,
"Guillemot, Alexandre-Charles",5171,gnd,http://d-nb.info/gnd/1157630871
"Guillois, M.F.",6299,gnd,
"Guillon Lethière, Guillaume",2267,gnd,http://d-nb.info/gnd/121500918
"Guimard, Marie-Madeleine, verh. Despréaux (1789)",1970,gnd,
"Guinault, Mademoiselle de",4401,gnd,
"Guiraud, Alexandre",3352,gnd,http://d-nb.info/gnd/116924020
"Guiton, Monsieur",5515,gnd,
"Guizot, François",3984,gnd,http://d-nb.info/gnd/118543520
"Gumppenberg, Baron von",4979,gnd,
"Gumppenberg, Fanny Baronin von",2638,gnd,
"Gumppenberg, Herr von",4857,gnd,
"Gumppenberg, Herr von (ältester Sohn)",5906,gnd,
"Gunther, Paul",5168,gnd,
"Gutenberg, Johannes Gensfleich, gen.",6446,gnd,http://d-nb.info/gnd/118543768
"Guthrie, William",3881,gnd,http://d-nb.info/gnd/129806250
"Guyet, Emma, eigentlich Guyet-Desfontaines, geb. Duval, in 1. Ehe verh. Chassériau",3130,gnd,
"Guyet, Isidore",1971,gnd,
"Guyet, Jacques",6090,gnd,
"Guyet-Desfontaines, Monsieur (Vater)",5379,gnd,
"Guyon, Madame",4592,gnd,
"Gymnich, Georg Anton Dominicus Graf Beissel von",2434,gnd,
"Habsburg-Lothringen, Maria Karolina von",6421,gnd,
"Habsburg-Toskana, Ferdinand III. Joseph Johann Baptist von,  Großherzog von Würzburg (1806-1814)",2697,gnd,http://d-nb.info/gnd/118686763
"Händel, Georg Friedrich",2779,gnd,http://d-nb.info/gnd/118544489
"Hahnemann, Christian Friedrich Samuel",6053,gnd,http://d-nb.info/gnd/11854490X
"Hahnemann, Marie Mélanie (Siehe Hervilly Gohier)",3479,gnd,http://d-nb.info/gnd/119118734
"Haid, E.",6198,gnd,
"Halévy, Léon",3088,gnd,http://d-nb.info/gnd/100833330
"Halfas, Monsieur (Angestellter)",3626,gnd,
"Halgan, Admiral Emmanuel",6491,gnd,http://d-nb.info/gnd/1223666956
"Halgan, Monsieur (Sohn des Emmanuel)",6492,gnd,http://d-nb.info/gnd/1223666956
"Hallberg, Familie von",4607,gnd,
"Hallberg, Frau von",4713,gnd,
"Hallberg, Freiherr von",5400,gnd,
"Hallberg, Graf von",4711,gnd,
"Halle, Monsieur (juge d'instruction)",5261,gnd,
"Haller, Monsieur",5002,gnd,
"Hallin, General",5121,gnd,
"Halz (?), Monsieur",5711,gnd,
"Ham, Madame de",4719,gnd,
"Hamel, Dr.",6323,gnd,
"Hanelin, Monsieur (notaire?)",5837,gnd,
"Hanguet, Madame",4151,gnd,
Hannen (Hausangestellter),4024,gnd,
"Hannet, Mademoiselle",3668,gnd,
Hannibal,6562,gnd,http://d-nb.info/gnd/118545655
"Hannonet, Mademoiselle",5322,gnd,
Hans Wilhelm (Hausangestellter auf Dyck - Stall),3713,gnd,http://d-nb.info/gnd/125691459
"Hanselm, Kolonnel",5852,gnd,
"Hansemann, David",3107,gnd,http://d-nb.info/gnd/11854568X
"Hansen, Monsieur",4322,gnd,
"Hapdé, Jean-Baptiste-Augustin",2694,gnd,http://d-nb.info/gnd/172125340
"Hardenberg, Karl August von",4215,gnd,http://d-nb.info/gnd/118545906
"Harding, Karl Ludwig",1972,gnd,http://d-nb.info/gnd/138460051
"Hardouin, Jean",5477,gnd,http://d-nb.info/gnd/122664485
"Harel, François-Antoine",3369,gnd,http://d-nb.info/gnd/100579558
"Harff, Baronin von",4728,gnd,
"Harff, Louise von",3973,gnd,
"Harrach, Augusta von, 2. Ehefrau  Friedrich Wilhelm III.",2266,gnd,http://d-nb.info/gnd/118828991
"Hartoch, Madame (Cousine von Michel Berr)",4900,gnd,
"Harvelay, Monsieur d'",5948,gnd,
"Harville, Madame",4332,gnd,
"Has(s)lacher, Herr (Landrat)",6565,gnd,
"Hasenklever, Herr",4860,gnd,
"Hatzfeldt, Friederike Karoline Sophie Gräfin von, geb. Gräfin von der Schulenburg-Kehnert",2768,gnd,http://d-nb.info/gnd/1075613175
