Person,Siehe auch,FuD-ID,Feld
"Le Tellier, Charles-Maurice","['http://catalogue.bnf.fr/ark:/12148/cb12132267j', 'http://id.loc.gov/rwo/agents/nr95030650', 'http://isni.org/isni/0000000120206936', 'http://viaf.org/viaf/9882054', 'http://www.portraitindex.de/dokumente/pnd/104336609', 'http://www.wikidata.org/entity/Q2958258', 'https://d-nb.info/gnd/104336609/about', 'https://de.wikipedia.org/wiki/Charles_Maurice_Le_Tellier', 'https://en.wikipedia.org/wiki/Charles_Maurice_Le_Tellier', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/104336609']",3320,gnd
"Le Thieu (?), Monsieur",,2446,gnd
"Le Trône (?) / Letrône, Monsieur",,3876,gnd
"Lebatard, Monsieur (Arzt)",,4934,gnd
"Leblanc, Urbain (Tierarzt)","['http://catalogue.bnf.fr/ark:/12148/cb16987137h', 'http://isni.org/isni/0000000439651601', 'http://viaf.org/viaf/198829724', 'http://www.wikidata.org/entity/Q3552166', 'https://d-nb.info/gnd/1049546725/about']",2675,gnd
"Leblond, Gaspard Michel, gen. abbé","['http://catalogue.bnf.fr/ark:/12148/cb10692820c', 'http://id.loc.gov/rwo/agents/nr96027423', 'http://isni.org/isni/0000000083436678', 'http://viaf.org/viaf/52585055', 'http://www.wikidata.org/entity/Q3098783', 'https://d-nb.info/gnd/122979176/about', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/122979176']",3862,gnd
"Lebon de Mottes, Général",,5750,gnd
"Lebras, Auguste",,3731,gnd
"Lebreton, Joachim","['http://id.loc.gov/rwo/agents/n88138916', 'http://isni.org/isni/000000012276267X', 'http://viaf.org/viaf/9874390', 'http://www.wikidata.org/entity/Q3179480', 'https://d-nb.info/gnd/117613010/about', 'https://en.wikipedia.org/wiki/Joachim_Lebreton', 'https://kalliope-verbund.info/gnd/117613010', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/117613010']",4336,gnd
Lebrun,,3635,gnd
"Lebrun Pindare, eigentl. Ponce-Denis Écouchard-Lebrun","['http://dbpedia.org/resource/Ponce_Denis_%C3%89couchard_Lebrun', 'http://id.loc.gov/rwo/agents/n90681836', 'http://isni.org/isni/0000000121201344', 'http://viaf.org/viaf/9857083', 'http://www.portraitindex.de/dokumente/pnd/116859539', 'http://www.wikidata.org/entity/Q537788', 'https://d-nb.info/gnd/116859539/about', 'https://de.wikipedia.org/wiki/Ponce-Denis_%C3%89couchard-Lebrun', 'https://en.wikipedia.org/wiki/Ponce_Denis_%C3%89couchard_Lebrun', 'https://kalliope-verbund.info/gnd/116859539', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/116859539']",3143,gnd
"Lebrun, Charles-François, duc de Plaisance","['http://catalogue.bnf.fr/ark:/12148/cb12055126n', 'http://dbpedia.org/resource/Charles-Fran%C3%A7ois_Lebrun,_duc_de_Plaisance', 'http://id.loc.gov/rwo/agents/no90007261', 'http://isni.org/isni/0000000121179087', 'http://viaf.org/viaf/2490692', 'http://www.portraitindex.de/dokumente/pnd/116850299', 'http://www.wikidata.org/entity/Q707712', 'https://d-nb.info/gnd/116850299/about', 'https://de.wikipedia.org/wiki/Charles-Fran%C3%A7ois_Lebrun', 'https://en.wikipedia.org/wiki/Charles-Fran%C3%A7ois_Lebrun', 'https://kalliope-verbund.info/gnd/116850299', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/116850299']",4663,gnd
"Lebrun, F.",,2505,gnd
"Lebrun, Mademoiselle",,5297,gnd
"Lebrun, Monsieur [= Lebrun-Pindare oder Pigault-Lebrun?]","['http://id.loc.gov/rwo/agents/n82161756', 'http://isni.org/isni/0000000116650444', 'http://viaf.org/viaf/68934303', 'http://www.portraitindex.de/dokumente/pnd/113677472', 'http://www.wikidata.org/entity/Q3388279', 'https://d-nb.info/gnd/113677472/about', 'https://en.wikipedia.org/wiki/Pigault-Lebrun', 'https://kalliope-verbund.info/gnd/113677472', 'https://www.archivportal-d.de/person/gnd/113677472', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/113677472']",3980,gnd
"Lebrun, Monsieur, Directeur des Lycée des étrangers",,3520,gnd
"Lebrun, Pierre",,2626,gnd
"Lebrun, Pierre-Antoine","['http://catalogue.bnf.fr/ark:/12148/cb12353237m', 'http://dbpedia.org/resource/Pierre-Antoine_Lebrun', 'http://id.loc.gov/rwo/agents/n82102573', 'http://isni.org/isni/0000000120990388', 'http://viaf.org/viaf/9924445', 'http://www.wikidata.org/entity/Q835566', 'https://d-nb.info/gnd/100511570/about', 'https://de.wikipedia.org/wiki/Pierre-Antoine_Lebrun', 'https://en.wikipedia.org/wiki/Pierre-Antoine_Lebrun', 'https://kalliope-verbund.info/gnd/100511570', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/100511570']",5008,gnd
"Leceders, Alwina",,5583,gnd
"Lechal de Kersaint, Claire-Louisa-Rose-Bonne, duchesse de Duras","['http://dbpedia.org/resource/Claire_de_Duras', 'http://id.loc.gov/rwo/agents/n50083289', 'http://isni.org/isni/0000000121296152', 'http://viaf.org/viaf/207247138', 'http://www.wikidata.org/entity/Q462578', 'https://d-nb.info/gnd/1089987161', 'https://d-nb.info/gnd/119543338/about', 'https://de.wikipedia.org/wiki/Claire_de_Duras', 'https://en.wikipedia.org/wiki/Claire_de_Duras', 'https://kalliope-verbund.info/gnd/119543338', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/119543338']",3324,gnd
Lecharlier (Verleger in Brüssel),"['http://viaf.org/viaf/2471153184543427100004', 'https://d-nb.info/gnd/1162642041/about']",4319,gnd
"Leclerc, Thédore","['http://catalogue.bnf.fr/ark:/12148/cb125726555', 'http://id.loc.gov/rwo/agents/nr87000493', 'http://isni.org/isni/000000012126082X', 'http://viaf.org/viaf/29650985', 'http://www.wikidata.org/entity/Q379926', 'https://d-nb.info/gnd/11872696X/about', 'https://de.wikipedia.org/wiki/Michel_Th%C3%A9odore_Leclercq', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/11872696X']",5456,gnd
"Ledouté, Monsieur",,5962,gnd
"Leduc, A. (Verleger)","['http://catalogue.bnf.fr/ark:/12148/cb14827623h', 'http://id.loc.gov/rwo/agents/no2004118224', 'http://isni.org/isni/0000000109162346', 'http://viaf.org/viaf/74118222', 'https://d-nb.info/gnd/143211331/about']",4148,gnd
"Leduc, Monsieur",,5920,gnd
"Lefaivre (oder Lefèvre ?), Monsieur",,4082,gnd
"Lefaivre, Mademoiselle",,5010,gnd
"Léfèbre, Jacques",,5327,gnd
"Lefebvre de Vatimesnil, Antoine","['http://catalogue.bnf.fr/ark:/12148/cb121878098', 'http://isni.org/isni/0000000061449822', 'http://viaf.org/viaf/2516580', 'http://www.wikidata.org/entity/Q2854147', 'https://d-nb.info/gnd/117355844/about', 'https://en.wikipedia.org/wiki/Antoine_Lefebvre_de_Vatimesnil', 'https://kalliope-verbund.info/gnd/117355844']",2884,gnd
"Lefebvre, François Joseph","['http://viaf.org/viaf/4673155286648287180006', 'https://d-nb.info/gnd/1180318544/about']",2948,gnd
"Lefebvre, Théophile","['http://catalogue.bnf.fr/ark:/12148/cb11771291w', 'http://id.loc.gov/rwo/agents/n2008033913', 'http://isni.org/isni/0000000066351373', 'http://viaf.org/viaf/71385140', 'http://www.wikidata.org/entity/Q16935226', 'https://d-nb.info/gnd/1055204156/about', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/1055204156']",6362,gnd
"Lefèvre, Monsieur (Anwalt der CdS)",,4079,gnd
"Lefèvre, Monsieur (Buchhändler)",,5368,gnd
"Lefèvre, Monsieur (Journalist des ""Rédacteur"")",,6647,gnd
"Lefèvre, Robert","['http://catalogue.bnf.fr/ark:/12148/cb148006164', 'http://id.loc.gov/rwo/agents/nr2001033456', 'http://isni.org/isni/0000000066591078', 'http://viaf.org/viaf/76580341', 'http://www.portraitindex.de/dokumente/pnd/117614815', 'http://www.wikidata.org/entity/Q559676', 'https://d-nb.info/gnd/117614815/about', 'https://de.wikipedia.org/wiki/Robert_Lef%C3%A8vre_%28Maler%29', 'https://en.wikipedia.org/wiki/Robert_Lef%C3%A8vre', 'https://kalliope-verbund.info/gnd/117614815', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/117614815']",3428,gnd
"Lefrançois de Lalande, Joseph Jérôme","['http://catalogue.bnf.fr/ark:/12148/cb12012398h', 'http://dbpedia.org/resource/J%C3%A9r%C3%B4me_Lalande', 'http://id.loc.gov/rwo/agents/n81143855', 'http://isni.org/isni/0000000121441719', 'http://viaf.org/viaf/95196947', 'http://www.portraitindex.de/dokumente/pnd/104234059', 'http://www.wikidata.org/entity/Q168419', 'https://d-nb.info/gnd/104234059/about', 'https://de.wikipedia.org/wiki/J%C3%A9r%C3%B4me_Lalande', 'https://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_Lalande', 'https://kalliope-verbund.info/gnd/104234059', 'https://www.archivportal-d.de/person/gnd/104234059', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/104234059']",2246,gnd
"Lefrançois de Lalande, Madame",,4426,gnd
"Legay, Xavier (Hausangestellter)",,5443,gnd
"Legendre, Monsieur (Adrien-Marie?)","['http://catalogue.bnf.fr/ark:/12148/cb12443375d', 'http://dbpedia.org/resource/Adrien-Marie_Legendre', 'http://id.loc.gov/rwo/agents/n84806552', 'http://isni.org/isni/0000000121464435', 'http://viaf.org/viaf/106967132', 'http://www.portraitindex.de/dokumente/pnd/118779249', 'http://www.wikidata.org/entity/Q191021', 'https://d-nb.info/gnd/118779249/about', 'https://de.wikipedia.org/wiki/Adrien-Marie_Legendre', 'https://en.wikipedia.org/wiki/Adrien-Marie_Legendre', 'https://kalliope-verbund.info/gnd/118779249', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118779249']",6013,gnd
"Léger, Monsieur (berühmter Schachspieler)",,3597,gnd
"Legouvé, Adélaïde, geb. Sauvan (Ehefrau des Gabriel-Marie)",,2280,gnd
"Legouvé, Gabriel-Marie","['http://catalogue.bnf.fr/ark:/12148/cb11912181n', 'http://dbpedia.org/resource/Gabriel-Marie_Legouv%C3%A9', 'http://id.loc.gov/rwo/agents/nr92025698', 'http://isni.org/isni/0000000120957414', 'http://viaf.org/viaf/22144686', 'http://www.portraitindex.de/dokumente/pnd/100506178', 'http://www.wikidata.org/entity/Q1488840', 'https://d-nb.info/gnd/100506178/about', 'https://de.wikipedia.org/wiki/Gabriel-Marie_Legouv%C3%A9', 'https://en.wikipedia.org/wiki/Gabriel-Marie_Legouv%C3%A9', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/100506178']",1992,gnd
"Legros, Elisa",,4973,gnd
"Legros, Madame (Mutter von Elisa Legros)",,4974,gnd
"Leibniz, Gottfried Wilhelm","['http://bmlo.de/Q/GND=118571249', 'http://catalogue.bnf.fr/ark:/12148/cb11912259r', 'http://dbpedia.org/resource/Gottfried_Wilhelm_Leibniz', 'http://id.loc.gov/rwo/agents/n79081493', 'http://isni.org/isni/0000000120990070', 'http://viaf.org/viaf/9849392', 'http://www.deutsche-biographie.de/pnd118571249.html#adbcontent', 'http://www.deutsche-biographie.de/pnd118571249.html#ndbcontent', 'http://www.pacelli-edition.de/gnd/118571249', 'http://www.portraitindex.de/dokumente/pnd/118571249', 'http://www.wikidata.org/entity/Q9047', 'https://d-nb.info/gnd/118571249/about', 'https://d-nb.info/gnd/159191238', 'https://d-nb.info/gnd/159776864', 'https://d-nb.info/gnd/160415357', 'https://d-nb.info/gnd/160415365', 'https://d-nb.info/gnd/188237755', 'https://de.wikipedia.org/wiki/Gottfried_Wilhelm_Leibniz', 'https://de.wikisource.org/wiki/Gottfried_Wilhelm_Leibniz', 'https://en.wikipedia.org/wiki/Gottfried_Wilhelm_Leibniz', 'https://kalliope-verbund.info/gnd/118571249', 'https://www.archivportal-d.de/person/gnd/118571249', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118571249']",2914,gnd
"Leickham, Familie",,5816,gnd
"Leickham, Frau",,6055,gnd
"Leickham, Werner",,5774,gnd
"Lelarge, J. Beuzeville, gen.",,4333,gnd
"Lelièvre [?], Monsieur",,4182,gnd
"Lemaire, Charles","['http://dbpedia.org/resource/Charles_Antoine_Lemaire', 'http://id.loc.gov/rwo/agents/no2004046842', 'http://isni.org/isni/0000000081195436', 'http://viaf.org/viaf/40141579', 'http://www.wikidata.org/entity/Q942880', 'https://d-nb.info/gnd/116890878/about', 'https://de.wikipedia.org/wiki/Charles_Lemaire', 'https://en.wikipedia.org/wiki/Charles_Antoine_Lemaire', 'https://kalliope-verbund.info/gnd/116890878']",4166,gnd
"Lemaire, Monsieur (Zahnarzt in Paris)",,3813,gnd
"Lemaître, Monsieur (Autor)",,3554,gnd
"Lemaître, Monsieur (CdS' Anwalt in Laon)",,5174,gnd
"Lemazurier, Pierre-David","['http://catalogue.bnf.fr/ark:/12148/cb12259294q', 'http://id.loc.gov/rwo/agents/nr95012416', 'http://isni.org/isni/0000000107997374', 'http://viaf.org/viaf/44355561', 'http://www.wikidata.org/entity/Q21403359', 'https://d-nb.info/gnd/1055222332/about', 'https://d-nb.info/gnd/1055533710']",2774,gnd
"Lemercier, Népomucène","['http://dbpedia.org/resource/N%C3%A9pomuc%C3%A8ne_Lemercier', 'http://id.loc.gov/rwo/agents/n88642258', 'http://isni.org/isni/0000000121178359', 'http://viaf.org/viaf/2473387', 'http://www.portraitindex.de/dokumente/pnd/116896299', 'http://www.wikidata.org/entity/Q354373', 'https://d-nb.info/gnd/116896299/about', 'https://d-nb.info/gnd/160803101', 'https://de.wikipedia.org/wiki/N%C3%A9pomuc%C3%A8ne_Lemercier', 'https://en.wikipedia.org/wiki/N%C3%A9pomuc%C3%A8ne_Lemercier', 'https://kalliope-verbund.info/gnd/116896299', 'https://www.archivportal-d.de/person/gnd/116896299', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/116896299']",4806,gnd
"Lemétayer / Le Métayer, Monsieur",,6138,gnd
"Lemière, Jean-Frédéric-Auguste","['http://catalogue.bnf.fr/ark:/12148/cb12463197k', 'http://id.loc.gov/rwo/agents/n2003077068', 'http://isni.org/isni/0000000054883954', 'http://viaf.org/viaf/2735857', 'http://www.wikidata.org/entity/Q50317265', 'https://d-nb.info/gnd/120697912/about', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/120697912']",3328,gnd
"Lemière, Madame",,5384,gnd
"Lémontey, Pierre-Édouard","['http://dbpedia.org/resource/Pierre-%C3%89douard_L%C3%A9montey', 'http://id.loc.gov/rwo/agents/n87912210', 'http://isni.org/isni/0000000121319406', 'http://viaf.org/viaf/49257739', 'http://www.portraitindex.de/dokumente/pnd/115628037', 'http://www.wikidata.org/entity/Q725943', 'https://d-nb.info/gnd/1055126376', 'https://d-nb.info/gnd/115628037/about', 'https://de.wikipedia.org/wiki/Pierre-%C3%89douard_L%C3%A9montey', 'https://en.wikipedia.org/wiki/Pierre-%C3%89douard_L%C3%A9montey', 'https://kalliope-verbund.info/gnd/115628037', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/115628037']",2142,gnd
"Lenclos, Ninon de","['http://catalogue.bnf.fr/ark:/12148/cb12395670v', ""http://dbpedia.org/resource/Ninon_de_l'Enclos"", 'http://id.loc.gov/rwo/agents/n84120535', 'http://isni.org/isni/0000000109165475', 'http://viaf.org/viaf/74648142', 'http://www.portraitindex.de/dokumente/pnd/118727389', 'http://www.wikidata.org/entity/Q237045', 'https://d-nb.info/gnd/1090258674', 'https://d-nb.info/gnd/116899298', 'https://d-nb.info/gnd/118727389/about', 'https://d-nb.info/gnd/157811298', 'https://d-nb.info/gnd/181689960', 'https://d-nb.info/gnd/186351429', 'https://de.wikipedia.org/wiki/Ninon_de_Lenclos', 'https://en.wikipedia.org/wiki/Ninon_de_l%27Enclos', 'https://kalliope-verbund.info/gnd/118727389', 'https://www.archivportal-d.de/person/gnd/118727389', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118727389']",3160,gnd
"Lenders, Amélie (= Angestellte der Familie Kopp?)",,4527,gnd
"Lenders, Fräulein (von?)",,4185,gnd
"Lenders, Frau (von?)",,4257,gnd
"Lenders, Isabella (""Mademoiselle Lenders"")",,4765,gnd
"Lenglet Du Fresnoy, Nicolas","['http://catalogue.bnf.fr/ark:/12148/cb119124328', 'http://id.loc.gov/rwo/agents/n82066661', 'http://isni.org/isni/0000000123213840', 'http://viaf.org/viaf/100003543', 'http://www.portraitindex.de/dokumente/pnd/118907026', 'http://www.wikidata.org/entity/Q1986633', 'https://d-nb.info/gnd/118907026/about', 'https://d-nb.info/gnd/159776945', 'https://d-nb.info/gnd/181809397', 'https://de.wikipedia.org/wiki/Nicolas_Lenglet_Du_Fresnoy', 'https://en.wikipedia.org/wiki/Nicolas_Lenglet_Du_Fresnoy', 'https://kalliope-verbund.info/gnd/118907026', 'https://www.archivportal-d.de/person/gnd/118907026', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118907026']",3312,gnd
"Lenglet, Juvénal Joseph",,2646,gnd
"Lenné, (Peter Joseph?)","['http://dbpedia.org/resource/Peter_Joseph_Lenn%C3%A9', 'http://id.loc.gov/rwo/agents/n85371734', 'http://isni.org/isni/000000010877384X', 'http://kulturportal-west-ost.eu/persons/lenne-peter-joseph/', 'http://viaf.org/viaf/78145857807823020176', 'http://www.deutsche-biographie.de/pnd118571559.html#adbcontent', 'http://www.deutsche-biographie.de/pnd118571559.html#ndbcontent', 'http://www.wikidata.org/entity/Q65910', 'https://d-nb.info/gnd/118571559/about', 'https://de.wikipedia.org/wiki/Peter_Joseph_Lenn%C3%A9', 'https://en.wikipedia.org/wiki/Peter_Joseph_Lenn%C3%A9', 'https://kalliope-verbund.info/gnd/118571559', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118571559']",5735,gnd
"Lenné, Jean",,3224,gnd
"Lennox-Sussex, Mylady",,4378,gnd
"Lenoir, Alexandre","['http://dbpedia.org/resource/Alexandre_Lenoir', 'http://id.loc.gov/rwo/agents/n85089666', 'http://isni.org/isni/0000000121335852', 'http://viaf.org/viaf/54258227', 'http://www.portraitindex.de/dokumente/pnd/116909080', 'http://www.wikidata.org/entity/Q375985', 'https://d-nb.info/gnd/1056800380', 'https://d-nb.info/gnd/116909080/about', 'https://de.wikipedia.org/wiki/Alexandre_Lenoir', 'https://en.wikipedia.org/wiki/Alexandre_Lenoir', 'https://kalliope-verbund.info/gnd/116909080', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/116909080']",2766,gnd
"Lenoir-Laroche / Lenoir de la Roche, Jean-Jacques","['http://catalogue.bnf.fr/ark:/12148/cb12562007f', 'http://id.loc.gov/rwo/agents/nr2004016689', 'http://isni.org/isni/0000000121282797', 'http://viaf.org/viaf/37033432', 'http://www.wikidata.org/entity/Q2390369', 'https://d-nb.info/gnd/108921667X/about']",4652,gnd
"Lenormand, Monsieur",,6035,gnd
Léon (Hausangestellter?),,5560,gnd
Leonhard (Hausangestellter),,5442,gnd
"Leopold I., König von Belgien","['http://catalogue.bnf.fr/ark:/12148/cb120791308', 'http://dbpedia.org/resource/Leopold_I_of_Belgium', 'http://id.loc.gov/rwo/agents/n82137116', 'http://isni.org/isni/0000000061309942', 'http://viaf.org/viaf/17247514', 'http://www.deutsche-biographie.de/pnd118571842.html#ndbcontent', 'http://www.portraitindex.de/dokumente/pnd/118571842', 'http://www.wikidata.org/entity/Q12971', 'https://d-nb.info/gnd/1057500151', 'https://d-nb.info/gnd/118571842/about', 'https://de.wikipedia.org/wiki/Leopold_I._%28Belgien%29', 'https://en.wikipedia.org/wiki/Leopold_I_of_Belgium', 'https://kalliope-verbund.info/gnd/118571842', 'https://www.archivportal-d.de/person/gnd/118571842', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118571842']",2516,gnd
"Lepeintre, Charles Emmanuel",,2692,gnd
"Leroy (de Bacre?), Madame",,6022,gnd
"Leroy de Bacre, Alexandre Joseph","['http://viaf.org/viaf/273152636134320051723', 'https://d-nb.info/gnd/1157583768/about']",1995,gnd
"Leroy de Bacre, Félicie, geb. Dalpayet",,3672,gnd
"Leroy, Alphonse","['http://viaf.org/viaf/47152636061420050540', 'https://d-nb.info/gnd/1157620612/about']",6144,gnd
"Leroy, Hippolyte","['http://catalogue.bnf.fr/ark:/12148/cb148431943', 'http://id.loc.gov/rwo/agents/n88607712', 'http://isni.org/isni/0000000029857631', 'http://viaf.org/viaf/264269080', 'https://d-nb.info/gnd/142488720/about']",4451,gnd
"Lesage, Alain-René","['http://catalogue.bnf.fr/ark:/12148/cb11912638w', 'http://dbpedia.org/resource/Alain-Ren%C3%A9_Lesage', 'http://id.loc.gov/rwo/agents/n81013473', 'http://isni.org/isni/0000000121258113', 'http://viaf.org/viaf/29536937', 'http://www.portraitindex.de/dokumente/pnd/118572032', 'http://www.wikidata.org/entity/Q267962', 'https://d-nb.info/gnd/118572032/about', 'https://d-nb.info/gnd/131018922', 'https://d-nb.info/gnd/158480953', 'https://d-nb.info/gnd/158666828', 'https://d-nb.info/gnd/159971748', 'https://d-nb.info/gnd/17064734X', 'https://d-nb.info/gnd/174043031', 'https://d-nb.info/gnd/186502923', 'https://de.wikipedia.org/wiki/Alain-Ren%C3%A9_Lesage', 'https://en.wikipedia.org/wiki/Alain-Ren%C3%A9_Lesage', 'https://kalliope-verbund.info/gnd/118572032', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118572032']",2808,gnd
"Lescallier, Daniel, baron","['http://catalogue.bnf.fr/ark:/12148/cb125288972', 'http://id.loc.gov/rwo/agents/no91018878', 'http://isni.org/isni/000000006300371X', 'http://viaf.org/viaf/44408742', 'http://www.wikidata.org/entity/Q3014325', 'https://d-nb.info/gnd/131965077/about', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/131965077']",1997,gnd
"Leschenault de La Tour, Jean Baptiste","['http://dbpedia.org/resource/Jean_Baptiste_Leschenault_de_la_Tour', 'http://id.loc.gov/rwo/agents/no2011094579', 'http://isni.org/isni/0000000120264087', 'http://viaf.org/viaf/57042804', 'http://www.wikidata.org/entity/Q1684666', 'https://d-nb.info/gnd/104138289/about', 'https://de.wikipedia.org/wiki/Jean-Baptiste_Leschenault_de_La_Tour', 'https://en.wikipedia.org/wiki/Jean-Baptiste_Leschenault_de_La_Tour']",1998,gnd
"Lesguillon, Hermance",,3288,gnd
"Lesguillon, Jean-Pierre","['http://catalogue.bnf.fr/ark:/12148/cb13005667q', 'http://id.loc.gov/rwo/agents/n87842350', 'http://isni.org/isni/0000000118842220', 'http://viaf.org/viaf/24735499', 'http://www.wikidata.org/entity/Q3169505', 'https://d-nb.info/gnd/100509266/about', 'https://de.wikipedia.org/wiki/Jean-Pierre_Lesguillon', 'https://en.wikipedia.org/wiki/Jean-Pierre_Lesguillon', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/100509266']",4484,gnd
"Lesguillon, Jules",,4493,gnd
"Lesourd, Edmond",,2745,gnd
"Lespinasse, Jeanne Julie de","['http://dbpedia.org/resource/Jeanne_Julie_%C3%89l%C3%A9onore_de_Lespinasse', 'http://id.loc.gov/rwo/agents/n82055919', 'http://isni.org/isni/0000000119299856', 'http://viaf.org/viaf/4932664', 'http://www.portraitindex.de/dokumente/pnd/118572083', 'http://www.wikidata.org/entity/Q450354', 'https://d-nb.info/gnd/118572083/about', 'https://de.wikipedia.org/wiki/Julie_de_Lespinasse', 'https://en.wikipedia.org/wiki/Jeanne_Julie_%C3%89l%C3%A9onore_de_Lespinasse', 'https://kalliope-verbund.info/gnd/118572083', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118572083']",2961,gnd
"Lessart, Monsieur de",,5465,gnd
"Lesueur, Jean-François","['http://catalogue.bnf.fr/ark:/12148/cb12462953x', 'http://dbpedia.org/resource/Jean-Fran%C3%A7ois_Le_Sueur', 'http://id.loc.gov/rwo/agents/n80122954', 'http://isni.org/isni/0000000121203067', 'http://viaf.org/viaf/9945810', 'http://www.portraitindex.de/dokumente/pnd/118572148', 'http://www.wikidata.org/entity/Q559659', 'https://d-nb.info/gnd/118572148/about', 'https://d-nb.info/gnd/16019394X', 'https://d-nb.info/gnd/186213301', 'https://de.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Lesueur', 'https://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Le_Sueur', 'https://kalliope-verbund.info/gnd/118572148', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118572148']",2137,gnd
"Lesur, Charles Louis","['http://catalogue.bnf.fr/ark:/12148/cb12459966r', 'http://id.loc.gov/rwo/agents/n88087122', 'http://isni.org/isni/0000000121246171', 'http://viaf.org/viaf/24698781', 'http://www.wikidata.org/entity/Q2958206', 'https://d-nb.info/gnd/120643642/about', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/120643642']",3940,gnd
"Letellier de Sainteville, Olympe de",,3559,gnd
"Letellier, Mademoiselle (Mieterin der CdS?)",,6003,gnd
"Lethière, Guillaume (Siehe Guillon Lethière)","['http://isni.org/isni/0000000083590050', 'http://viaf.org/viaf/14830985', 'http://www.portraitindex.de/dokumente/pnd/121500918', 'http://www.wikidata.org/entity/Q2703817', 'https://d-nb.info/gnd/121500918/about', 'https://de.wikipedia.org/wiki/Guillaume_Guillon-Lethi%C3%A8re', 'https://en.wikipedia.org/wiki/Guillaume_Guillon-Lethi%C3%A8re', 'https://kalliope-verbund.info/gnd/121500918', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/121500918']",3484,gnd
"Levasseur, André-Nicolas, auch Auguste","['http://id.loc.gov/rwo/agents/nr91005516', 'http://isni.org/isni/0000000122704883', 'http://viaf.org/viaf/41974349', 'http://www.wikidata.org/entity/Q16230259', 'https://d-nb.info/gnd/122400143/about', 'https://en.wikipedia.org/wiki/Auguste_Levasseur', 'https://kalliope-verbund.info/gnd/122400143', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/122400143']",6542,gnd
"Levasseur, Madame (Frau von André-Nicolas Levasseur)",,6543,gnd
"Lévêque, Mademoiselle (Schriftstellerin)",,6011,gnd
"Leverd, (Jeanne-)Émilie","['http://catalogue.bnf.fr/ark:/12148/cb146540431', 'http://viaf.org/viaf/61808963', 'http://www.portraitindex.de/dokumente/pnd/116961295', 'http://www.wikidata.org/entity/Q3175949', 'https://d-nb.info/gnd/116961295/about', 'https://kalliope-verbund.info/gnd/116961295', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/116961295']",1999,gnd
"Levesque, Pierre-Charles","['http://catalogue.bnf.fr/ark:/12148/cb12036737s', 'http://id.loc.gov/rwo/agents/n86017067', 'http://isni.org/isni/000000012142533X', 'http://viaf.org/viaf/87431332', 'http://www.wikidata.org/entity/Q3382927', 'https://d-nb.info/gnd/116961678/about', 'https://de.wikipedia.org/wiki/Pierre-Charles_Levesque', 'https://kalliope-verbund.info/gnd/116961678', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/116961678']",2352,gnd
"Lévis, Pierre-Marc-Gaston, duc de","['http://dbpedia.org/resource/Pierre_Marc_Gaston_de_L%C3%A9vis,_Duke_of_L%C3%A9vis', 'http://id.loc.gov/rwo/agents/n87933859', 'http://isni.org/isni/0000000121179167', 'http://viaf.org/viaf/2495372', 'http://www.portraitindex.de/dokumente/pnd/119184826', 'http://www.wikidata.org/entity/Q984608', 'https://d-nb.info/gnd/119184826/about', 'https://de.wikipedia.org/wiki/Pierre-Marc-Gaston_de_L%C3%A9vis', 'https://en.wikipedia.org/wiki/Pierre_Marc_Gaston_de_L%C3%A9vis%2C_Duke_of_L%C3%A9vis', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/119184826']",2000,gnd
