Person,Siehe auch,FuD-ID,Feld
"Bonaparte, Élisa","['http://dbpedia.org/resource/Elisa_Bonaparte', 'http://id.loc.gov/rwo/agents/n83018191', 'http://isni.org/isni/0000000120987779', 'http://viaf.org/viaf/4938897', 'http://www.portraitindex.de/dokumente/pnd/118505483', 'http://www.wikidata.org/entity/Q151083', 'https://d-nb.info/gnd/118505483/about', 'https://de.wikipedia.org/wiki/Elisa_Bonaparte', 'https://en.wikipedia.org/wiki/Elisa_Bonaparte', 'https://kalliope-verbund.info/gnd/118505483', 'https://www.archivportal-d.de/person/gnd/118505483', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118505483']",2922,gnd
"Bonaparte, Hortense (Siehe Beauharnais)","['http://catalogue.bnf.fr/ark:/12148/cb12564000h', 'http://dbpedia.org/resource/Hortense_de_Beauharnais', 'http://id.loc.gov/rwo/agents/n84078646', 'http://isni.org/isni/0000000448436727', 'http://viaf.org/viaf/315678692', 'http://www.hls-dhs-dss.ch/textes/d/D41453.php', 'http://www.portraitindex.de/dokumente/pnd/118553720', 'http://www.wikidata.org/entity/Q229875', 'https://d-nb.info/gnd/118553720/about', 'https://de.wikipedia.org/wiki/Hortense_de_Beauharnais', 'https://en.wikipedia.org/wiki/Hortense_de_Beauharnais', 'https://kalliope-verbund.info/gnd/118553720', 'https://www.archivportal-d.de/person/gnd/118553720', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118553720']",3455,gnd
"Bonaparte, Jérôme","['http://dbpedia.org/resource/J%C3%A9r%C3%B4me_Napoleon_Bonaparte', 'http://id.loc.gov/rwo/agents/n98043978', 'http://isni.org/isni/0000000055594994', 'http://viaf.org/viaf/73168627', 'http://www.wikidata.org/entity/Q692265', 'https://d-nb.info/gnd/136625193/about', 'https://de.wikipedia.org/wiki/J%C3%A9r%C3%B4me_Bonaparte-Patterson', 'https://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_Napol%C3%A9on_Bonaparte', 'https://www.archivportal-d.de/person/gnd/136625193', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/136625193']",2612,gnd
"Bonaparte, Joseph, König von Neapel, später von Spanien","['http://catalogue.bnf.fr/ark:/12148/cb12459535c', 'http://dbpedia.org/resource/Joseph_Bonaparte', 'http://id.loc.gov/rwo/agents/n50038058', 'http://isni.org/isni/0000000121335705', 'http://viaf.org/viaf/54244826', 'http://www.portraitindex.de/dokumente/pnd/118713140', 'http://www.wikidata.org/entity/Q7726', 'https://d-nb.info/gnd/118713140/about', 'https://d-nb.info/gnd/180058622', 'https://de.wikipedia.org/wiki/Joseph_Bonaparte', 'https://en.wikipedia.org/wiki/Joseph_Bonaparte', 'https://kalliope-verbund.info/gnd/118713140', 'https://www.archivportal-d.de/person/gnd/118713140', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118713140']",2585,gnd
"Bonaparte, Laetitia, verh. Wyse","['http://isni.org/isni/0000000062905711', 'http://viaf.org/viaf/89579490', 'http://www.wikidata.org/entity/Q94772261', 'https://d-nb.info/gnd/1075495059/about', 'https://kalliope-verbund.info/gnd/1075495059']",2878,gnd
"Bonaparte, Louis Napoléon (Siehe Napoléon III)","['http://catalogue.bnf.fr/ark:/12148/cb12462544v', 'http://dbpedia.org/resource/Napoleon_III', 'http://id.loc.gov/rwo/agents/n79071059', 'http://isni.org/isni/0000000121429066', 'http://viaf.org/viaf/88934487', 'http://www.hls-dhs-dss.ch/textes/d/D23316.php', 'http://www.pacelli-edition.de/gnd/118586416', 'http://www.portraitindex.de/dokumente/pnd/118586416', 'http://www.wikidata.org/entity/Q7721', 'https://d-nb.info/gnd/1051759412', 'https://d-nb.info/gnd/1082471666', 'https://d-nb.info/gnd/118586416/about', 'https://d-nb.info/gnd/157608190', 'https://d-nb.info/gnd/187756023', 'https://de.wikipedia.org/wiki/Napoleon_III.', 'https://en.wikipedia.org/wiki/Napoleon_III', 'https://kalliope-verbund.info/gnd/118586416', 'https://www.archivportal-d.de/person/gnd/118586416', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118586416']",6363,gnd
"Bonaparte, Louis, König von Holland","['http://catalogue.bnf.fr/ark:/12148/cb12653242q', 'http://dbpedia.org/resource/Louis_Bonaparte', 'http://id.loc.gov/rwo/agents/n84078645', 'http://isni.org/isni/0000000121231607', 'http://viaf.org/viaf/19800061', 'http://www.portraitindex.de/dokumente/pnd/118896156', 'http://www.wikidata.org/entity/Q7729', 'https://d-nb.info/gnd/118896156/about', 'https://de.wikipedia.org/wiki/Louis_Bonaparte', 'https://en.wikipedia.org/wiki/Louis_Bonaparte', 'https://kalliope-verbund.info/gnd/118896156', 'https://www.archivportal-d.de/person/gnd/118896156', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118896156']",2891,gnd
"Bonaparte, Lucien","['http://catalogue.bnf.fr/ark:/12148/cb12521132v', 'http://dbpedia.org/resource/Lucien_Bonaparte', 'http://id.loc.gov/rwo/agents/n82141622', 'http://isni.org/isni/0000000110261579', 'http://viaf.org/viaf/46869293', 'http://www.portraitindex.de/dokumente/pnd/118513141', 'http://www.wikidata.org/entity/Q151098', 'https://d-nb.info/gnd/118513141/about', 'https://de.wikipedia.org/wiki/Lucien_Bonaparte', 'https://en.wikipedia.org/wiki/Lucien_Bonaparte', 'https://kalliope-verbund.info/gnd/118513141', 'https://www.archivportal-d.de/person/gnd/118513141', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118513141']",2662,gnd
"Bonaparte, Maria Letizia geb. Ramolino (Mutter von Napoleon I.)","['http://dbpedia.org/resource/Letizia_Ramolino', 'http://id.loc.gov/rwo/agents/n81022674', 'http://isni.org/isni/0000000083425557', 'http://viaf.org/viaf/29542530', 'http://www.portraitindex.de/dokumente/pnd/118661310', 'http://www.wikidata.org/entity/Q151995', 'https://d-nb.info/gnd/118661310/about', 'https://d-nb.info/gnd/135641993', 'https://de.wikipedia.org/wiki/Laetitia_Ramolino', 'https://en.wikipedia.org/wiki/Letizia_Ramolino', 'https://kalliope-verbund.info/gnd/118661310', 'https://www.archivportal-d.de/person/gnd/118661310', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118661310']",6659,gnd
"Bonaparte, Napoléon (Siehe Napoléon)","['http://catalogue.bnf.fr/ark:/12148/cb12008245w', 'http://dbpedia.org/resource/Napoleon', 'http://id.loc.gov/rwo/agents/n79054933', 'http://isni.org/isni/0000000122838283', 'http://viaf.org/viaf/106964661', 'http://www.hls-dhs-dss.ch/textes/d/D41455.php', 'http://www.pacelli-edition.de/gnd/118586408', 'http://www.portraitindex.de/dokumente/pnd/118586408', 'http://www.wikidata.org/entity/Q517', 'https://d-nb.info/gnd/118586408/about', 'https://de.wikipedia.org/wiki/Napoleon_Bonaparte', 'https://de.wikisource.org/wiki/Napoleon_Bonaparte', 'https://en.wikipedia.org/wiki/Napoleon', 'https://kalliope-verbund.info/gnd/118586408', 'https://www.archivportal-d.de/person/gnd/118586408', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118586408']",3456,gnd
"Bonaparte, Napoleon François Charles Joseph, Kronprinz von Frankreich, König von Rom","['http://catalogue.bnf.fr/ark:/12148/cb119352080', 'http://dbpedia.org/resource/Napoleon_II', 'http://id.loc.gov/rwo/agents/n50042061', 'http://isni.org/isni/0000000121461699', 'http://viaf.org/viaf/103645458', 'http://www.biographien.ac.at/oebl/oebl_R/Reichstadt_Napoleon-Franz-Karl_1811_1832.xml?frames=yes', 'http://www.deutsche-biographie.de/pnd118743996.html#ndbcontent', 'http://www.portraitindex.de/dokumente/pnd/118743996', 'http://www.wikidata.org/entity/Q7723', 'https://d-nb.info/gnd/118743996/about', 'https://d-nb.info/gnd/157743608', 'https://d-nb.info/gnd/180502956', 'https://d-nb.info/gnd/182414167', 'https://d-nb.info/gnd/187746001', 'https://de.wikipedia.org/wiki/Napoleon_Franz_Bonaparte', 'https://en.wikipedia.org/wiki/Napoleon_II', 'https://kalliope-verbund.info/gnd/118743996', 'https://www.archivportal-d.de/person/gnd/118743996', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118743996']",2590,gnd
"Bonaparte, Pauline, verh. Borghese","['http://catalogue.bnf.fr/ark:/12148/cb11985695w', 'http://dbpedia.org/resource/Pauline_Bonaparte', 'http://id.loc.gov/rwo/agents/n80043451', 'http://isni.org/isni/0000000083602277', 'http://viaf.org/viaf/17232002', 'http://www.portraitindex.de/dokumente/pnd/118513540', 'http://www.wikidata.org/entity/Q152785', 'https://d-nb.info/gnd/118513540/about', 'https://de.wikipedia.org/wiki/Pauline_Bonaparte', 'https://en.wikipedia.org/wiki/Pauline_Bonaparte', 'https://kalliope-verbund.info/gnd/118513540', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118513540']",1900,gnd
"Bonaparte, Princesse Julie","['http://catalogue.bnf.fr/ark:/12148/cb12867063n', 'http://id.loc.gov/rwo/agents/no2017166681', 'http://isni.org/isni/0000000357381572', 'http://viaf.org/viaf/198070882', 'https://d-nb.info/gnd/102476320X/about']",3844,gnd
"Bonaparte, Zénaïde Laetitia Julie","['http://dbpedia.org/resource/Z%C3%A9na%C3%AFde_Laetitia_Julie_Bonaparte', 'http://isni.org/isni/0000000077176822', 'http://viaf.org/viaf/107162790', 'http://www.wikidata.org/entity/Q247564', 'https://d-nb.info/gnd/140467394/about', 'https://de.wikipedia.org/wiki/Z%C3%A9na%C3%AFde_Laetitia_Julie_Bonaparte', 'https://en.wikipedia.org/wiki/Z%C3%A9na%C3%AFde_Bonaparte']",2613,gnd
"Bonchamps, Charles de","['http://catalogue.bnf.fr/ark:/12148/cb14974132k', 'http://dbpedia.org/resource/Charles_de_Bonchamps', 'http://id.loc.gov/rwo/agents/n85368890', 'http://isni.org/isni/0000000116332585', 'http://viaf.org/viaf/45765117', 'http://www.portraitindex.de/dokumente/pnd/118853104', 'http://www.wikidata.org/entity/Q179120', 'https://d-nb.info/gnd/118853104/about', 'https://de.wikipedia.org/wiki/Charles_de_Bonchamps', 'https://en.wikipedia.org/wiki/Charles_de_Bonchamps', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118853104']",6486,gnd
"Bondeville, Monsieur de",,2746,gnd
"Bondry, Ehepaar",,4861,gnd
"Boniface, Xavier, gen. Saintine","['http://catalogue.bnf.fr/ark:/12148/cb121396540', 'http://dbpedia.org/resource/X._B._Saintine', 'http://id.loc.gov/rwo/agents/n84141846', 'http://isni.org/isni/0000000458745435', 'http://viaf.org/viaf/100213745', 'http://www.wikidata.org/entity/Q1399502', 'https://d-nb.info/gnd/100428649/about', 'https://d-nb.info/gnd/1048661652', 'https://de.wikipedia.org/wiki/Xavier-Boniface_Saintine', 'https://en.wikipedia.org/wiki/X._B._Saintine', 'https://kalliope-verbund.info/gnd/100428649', 'https://www.archivportal-d.de/person/gnd/100428649', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/100428649']",2664,gnd
"Bonjour, Casimir","['http://catalogue.bnf.fr/ark:/12148/cb12482041v', 'http://id.loc.gov/rwo/agents/n86040227', 'http://isni.org/isni/0000000108867563', 'http://viaf.org/viaf/34559258', 'http://www.wikidata.org/entity/Q2941037', 'https://d-nb.info/gnd/116238836/about', 'https://de.wikipedia.org/wiki/Casimir_Bonjour', 'https://kalliope-verbund.info/gnd/116238836']",5809,gnd
"Bonjour, Félix","['http://id.loc.gov/rwo/agents/nb2009028334', 'http://isni.org/isni/0000000357654032', 'http://viaf.org/viaf/198762207', 'http://www.wikidata.org/entity/Q120104', 'https://d-nb.info/gnd/1050723562/about', 'https://de.wikipedia.org/wiki/F%C3%A9lix_Bonjour', 'https://kalliope-verbund.info/gnd/1050723562']",4267,gnd
"Bonnaire de Forges, Monsieur de",,4634,gnd
"Bonnal, Marcellin de","['http://catalogue.bnf.fr/ark:/12148/cb12985186p', 'http://id.loc.gov/rwo/agents/no89020243', 'http://isni.org/isni/0000000117660687', 'http://viaf.org/viaf/61101314', 'http://www.wikidata.org/entity/Q55836948', 'https://d-nb.info/gnd/1054933006/about']",6391,gnd
"Bonnay, marquis de","['http://catalogue.bnf.fr/ark:/12148/cb12524482z', 'http://id.loc.gov/rwo/agents/no92001831', 'http://isni.org/isni/0000000080966307', 'http://viaf.org/viaf/17331575', 'http://www.wikidata.org/entity/Q2958067', 'https://d-nb.info/gnd/116241780/about', 'https://en.wikipedia.org/wiki/Charles_Fran%C3%A7ois%2C_Marquis_de_Bonnay', 'https://kalliope-verbund.info/gnd/116241780', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/116241780']",4554,gnd
"Bonnet de Treyches, Monsieur",,5304,gnd
"Bonnet, Monsieur (Schriftsteller)",,3945,gnd
"Bonnet, Simon",,6370,gnd
"Bonneval, Donnel de",,6290,gnd
"Bonni, Monsieur de",,5819,gnd
"Bonnot de Condillac, Etienne","['http://catalogue.bnf.fr/ark:/12148/cb118975071', 'http://dbpedia.org/resource/%C3%89tienne_Bonnot_de_Condillac', 'http://id.loc.gov/rwo/agents/n79054773', 'http://isni.org/isni/0000000121200819', 'http://viaf.org/viaf/9844868', 'http://www.portraitindex.de/dokumente/pnd/118521756', 'http://www.wikidata.org/entity/Q272119', 'https://d-nb.info/gnd/1027797687', 'https://d-nb.info/gnd/1089754175', 'https://d-nb.info/gnd/118521756/about', 'https://d-nb.info/gnd/157715965', 'https://d-nb.info/gnd/160329477', 'https://de.wikipedia.org/wiki/%C3%89tienne_Bonnot_de_Condillac', 'https://en.wikipedia.org/wiki/%C3%89tienne_Bonnot_de_Condillac', 'https://kalliope-verbund.info/gnd/118521756', 'https://www.archivportal-d.de/person/gnd/118521756', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118521756']",3377,gnd
"Borard, Monsieur",,5887,gnd
"Borbón, Carlos María Isidro de, Graf von Molina, gen. Carlos V.","['http://id.loc.gov/rwo/agents/n2001026280', 'http://isni.org/isni/0000000420855575', 'http://viaf.org/viaf/203946812', 'http://www.wikidata.org/entity/Q343621', 'https://d-nb.info/gnd/1019764481/about', 'https://d-nb.info/gnd/1050421515', 'https://de.wikipedia.org/wiki/Carlos_Mar%C3%ADa_Isidro_de_Borb%C3%B3n', 'https://en.wikipedia.org/wiki/Infante_Carlos_Mar%C3%ADa_Isidro_of_Spain', 'https://kalliope-verbund.info/gnd/1019764481', 'https://www.archivportal-d.de/person/gnd/1019764481', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/1019764481']",2851,gnd
"Borchgrave d'Altena, Jean, comte de","['https://d-nb.info/gnd/105547496X', 'https://d-nb.info/gnd/1090348991/about']",3018,gnd
"Borcke, Rittmeister [von]",,5629,gnd
"Bordeaux, Henri d'Artois, duc de (Siehe Chambord)","['http://catalogue.bnf.fr/ark:/12148/cb11895952g', 'http://dbpedia.org/resource/Henri,_Count_of_Chambord', 'http://id.loc.gov/rwo/agents/n50082122', 'http://isni.org/isni/0000000121317937', 'http://viaf.org/viaf/49223104', 'http://www.portraitindex.de/dokumente/pnd/120033755', 'http://www.wikidata.org/entity/Q88851', 'https://d-nb.info/gnd/120033755/about', 'https://d-nb.info/gnd/1212887697', 'https://de.wikipedia.org/wiki/Henri_d%E2%80%99Artois', 'https://en.wikipedia.org/wiki/Henri%2C_Count_of_Chambord', 'https://kalliope-verbund.info/gnd/120033755', 'https://www.archivportal-d.de/person/gnd/120033755', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/120033755']",6650,gnd
"Borelli (= Boselli?), Madame",,4078,gnd
"Bornheim, Monsieur de",,4543,gnd
"Bornstedt, Louise Baronin von","['http://isni.org/isni/0000000010666376', 'http://viaf.org/viaf/77062375', 'http://www.wikidata.org/entity/Q89095677', 'https://d-nb.info/gnd/116253479/about', 'https://kalliope-verbund.info/gnd/116253479']",4772,gnd
"Borredon, Mademoiselle de",,5511,gnd
"Bosc, Louis-Augustin-Guillaume","['http://catalogue.bnf.fr/ark:/12148/cb12530679v', 'http://dbpedia.org/resource/Louis_Augustin_Guillaume_Bosc', 'http://id.loc.gov/rwo/agents/nr99011878', 'http://isni.org/isni/0000000121381605', 'http://viaf.org/viaf/69040634', 'http://www.portraitindex.de/dokumente/pnd/116265566', 'http://www.wikidata.org/entity/Q948587', 'https://d-nb.info/gnd/116265566/about', 'https://de.wikipedia.org/wiki/Louis_Augustin_Guillaume_Bosc', 'https://en.wikipedia.org/wiki/Louis_Augustin_Guillaume_Bosc', 'https://kalliope-verbund.info/gnd/116265566', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/116265566']",3340,gnd
"Boselli, Bathilde (Siehe Jomard)",,6433,gnd
"Boselli, Timoléon (Ehemann von Bathilde Jomard)",,6310,gnd
"Bossuet, Jacques Bénigne","['http://catalogue.bnf.fr/ark:/12148/cb121472689', 'http://id.loc.gov/rwo/agents/nr2005009596', 'http://isni.org/isni/0000000121252336', 'http://viaf.org/viaf/27103667', 'http://www.wikidata.org/entity/Q3158442', 'https://d-nb.info/gnd/1037143523/about', 'https://d-nb.info/gnd/116267208', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/1037143523']",2608,gnd
"Bottée, Monsieur",,5895,gnd
"Bottemont, Madame",,5230,gnd
"Bottin, [S.] (Generalsekretär der Präfektur des Niederrheins)",,4674,gnd
"Bouchard, Madame",,6141,gnd
"Bouchard, Monsieur",,6142,gnd
"Boucharlat, Jean-Louis","['http://catalogue.bnf.fr/ark:/12148/cb10564386m', 'http://id.loc.gov/rwo/agents/n84804904', 'http://isni.org/isni/0000000066321588', 'http://viaf.org/viaf/2807366', 'https://d-nb.info/gnd/1055491007', 'https://d-nb.info/gnd/117622192/about']",2147,gnd
"Boucharlat, Madame",,6026,gnd
"Boucharlat, Tochter, siehe: Mathon de Fogères, Madame",,3618,gnd
"Bouché Durmont, Monsieur",,3306,gnd
"Bouchon, Monsieur",,5986,gnd
"Boudin de Venvres, Monsieur",,5780,gnd
"Boudin de Vesvres, Monsieur (Notar)",,3544,gnd
"Boufflers, Madame de","['http://viaf.org/viaf/192042374', 'http://www.wikidata.org/entity/Q201118', 'https://d-nb.info/gnd/173521916/about', 'https://de.wikipedia.org/wiki/Marie_Fran%C3%A7oise_Catherine_de_Beauvau-Craon', 'https://en.wikipedia.org/wiki/Marie_Fran%C3%A7oise_Catherine_de_Beauvau-Craon', 'https://www.archivportal-d.de/person/gnd/173521916', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/173521916']",3995,gnd
"Boufflers, Stanislas, marquis de, gen. chevalier de Boufflers","['http://viaf.org/viaf/57426147', 'http://www.wikidata.org/entity/Q55875709', 'https://d-nb.info/gnd/116272481', 'https://d-nb.info/gnd/119498596/about']",1901,gnd
"Bougainville, Louis Antoine de","['http://catalogue.bnf.fr/ark:/12148/cb11893227v', 'http://dbpedia.org/resource/Louis_Antoine_de_Bougainville', 'http://id.loc.gov/rwo/agents/n50046356', 'http://isni.org/isni/0000000109084720', 'http://viaf.org/viaf/64002363', 'http://www.portraitindex.de/dokumente/pnd/118662309', 'http://www.wikidata.org/entity/Q153911', 'https://d-nb.info/gnd/118662309/about', 'https://de.wikipedia.org/wiki/Louis_Antoine_de_Bougainville', 'https://en.wikipedia.org/wiki/Louis_Antoine_de_Bougainville', 'https://kalliope-verbund.info/gnd/118662309', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118662309']",5116,gnd
"Bouilland, Professor",,6466,gnd
"Bouillé, général de (Vorgesetzter des Adolphe de Théis bei dessen Martinique-Expedition)",,5557,gnd
"Bouillé, René de","['http://catalogue.bnf.fr/ark:/12148/cb12181013v', 'http://isni.org/isni/0000000121327668', 'http://viaf.org/viaf/51732842', 'http://www.wikidata.org/entity/Q3427022', 'https://d-nb.info/gnd/116272783/about', 'https://kalliope-verbund.info/gnd/116272783', 'https://www.archivportal-d.de/person/gnd/116272783', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/116272783']",3334,gnd
"Bouilly, Jean-Nicolas","['http://dbpedia.org/resource/Jean-Nicolas_Bouilly', 'http://id.loc.gov/rwo/agents/n79091192', 'http://isni.org/isni/0000000120961691', 'http://viaf.org/viaf/56606360', 'http://www.filmportal.de/person/0468A6622A3C41969F4F3B7C0FDB1C3A', 'http://www.portraitindex.de/dokumente/pnd/118864815', 'http://www.wikidata.org/entity/Q1355203', 'https://d-nb.info/gnd/118864815/about', 'https://de.wikipedia.org/wiki/Jean_Nicolas_Bouilly', 'https://en.wikipedia.org/wiki/Jean-Nicolas_Bouilly', 'https://kalliope-verbund.info/gnd/118864815', 'https://www.archivportal-d.de/person/gnd/118864815', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/118864815']",3090,gnd
"Bouilly, Monsieur",,2319,gnd
"Boulard, Monsieur",,4664,gnd
"Boulay de la Meurthe, Antoine Jacques Claude Joseph, comte","['http://catalogue.bnf.fr/ark:/12148/cb12459863f', 'http://id.loc.gov/rwo/agents/n90691818', 'http://isni.org/isni/000000008086612X', 'http://viaf.org/viaf/173149841848502840114', 'http://www.wikidata.org/entity/Q369709', 'https://d-nb.info/gnd/128691077/about', 'https://de.wikipedia.org/wiki/Antoine_Jacques_Claude_Joseph_Boulay_de_la_Meurthe', 'https://en.wikipedia.org/wiki/Antoine_Jacques_Claude_Joseph%2C_comte_Boulay_de_la_Meurthe', 'https://kalliope-verbund.info/gnd/128691077', 'https://www.deutsche-digitale-bibliothek.de/person/gnd/128691077']",2560,gnd
